ordernumber,orderlinenumber,orderdate,shippeddate,requireddate,customernumber,employeenumber,productcode,status,comments,quantityordered,priceeach,sales_amount,days_to_ship,days_required
10271,3,2004-07-20,2004-07-23,2004-07-29,124,1165,S50_1392,Shipped,Sin comentarios,34,93.76,3187.84,3.0,9
10271,4,2004-07-20,2004-07-23,2004-07-29,124,1165,S18_2238,Shipped,Sin comentarios,50,147.36,7368.0,3.0,9
10271,5,2004-07-20,2004-07-23,2004-07-29,124,1165,S12_4473,Shipped,Sin comentarios,31,99.54,3085.74,3.0,9
10271,6,2004-07-20,2004-07-23,2004-07-29,124,1165,S24_2840,Shipped,Sin comentarios,38,28.64,1088.32,3.0,9
10271,7,2004-07-20,2004-07-23,2004-07-29,124,1165,S32_2509,Shipped,Sin comentarios,35,51.95,1818.25,3.0,9
10271,8,2004-07-20,2004-07-23,2004-07-29,124,1165,S18_2319,Shipped,Sin comentarios,50,121.5,6075.0,3.0,9
10271,9,2004-07-20,2004-07-23,2004-07-29,124,1165,S18_3232,Shipped,Sin comentarios,20,169.34,3386.8,3.0,9
10271,10,2004-07-20,2004-07-23,2004-07-29,124,1165,S24_2300,Shipped,Sin comentarios,43,122.68,5275.24,3.0,9
10271,11,2004-07-20,2004-07-23,2004-07-29,124,1165,S18_2432,Shipped,Sin comentarios,25,59.55,1488.75,3.0,9
10272,1,2004-07-20,2004-07-22,2004-07-26,157,1216,S12_3891,Shipped,Sin comentarios,39,148.8,5803.2,2.0,6
10272,2,2004-07-20,2004-07-22,2004-07-26,157,1216,S12_1108,Shipped,Sin comentarios,35,187.02,6545.7,2.0,6
10272,3,2004-07-20,2004-07-22,2004-07-26,157,1216,S12_3148,Shipped,Sin comentarios,27,123.89,3345.03,2.0,6
10272,4,2004-07-20,2004-07-22,2004-07-26,157,1216,S50_1514,Shipped,Sin comentarios,43,53.89,2317.27,2.0,6
10272,5,2004-07-20,2004-07-22,2004-07-26,157,1216,S18_4027,Shipped,Sin comentarios,25,126.39,3159.75,2.0,6
10272,6,2004-07-20,2004-07-22,2004-07-26,157,1216,S32_3207,Shipped,Sin comentarios,45,56.55,2544.75,2.0,6
10273,1,2004-07-21,2004-07-22,2004-07-28,314,1401,S18_3856,Shipped,Sin comentarios,50,105.87,5293.5,1.0,7
10273,2,2004-07-21,2004-07-22,2004-07-28,314,1401,S18_3029,Shipped,Sin comentarios,34,84.3,2866.2,1.0,7
10273,3,2004-07-21,2004-07-22,2004-07-28,314,1401,S24_3816,Shipped,Sin comentarios,48,83.86,4025.28,1.0,7
10273,4,2004-07-21,2004-07-22,2004-07-28,314,1401,S10_4757,Shipped,Sin comentarios,30,136.0,4080.0,1.0,7
10273,5,2004-07-21,2004-07-22,2004-07-28,314,1401,S700_2610,Shipped,Sin comentarios,42,57.82,2428.44,1.0,7
10273,6,2004-07-21,2004-07-22,2004-07-28,314,1401,S24_3151,Shipped,Sin comentarios,27,84.08,2270.16,1.0,7
10273,7,2004-07-21,2004-07-22,2004-07-28,314,1401,S700_1138,Shipped,Sin comentarios,21,66.0,1386.0,1.0,7
10273,8,2004-07-21,2004-07-22,2004-07-28,314,1401,S700_3505,Shipped,Sin comentarios,40,91.15,3646.0,1.0,7
10273,9,2004-07-21,2004-07-22,2004-07-28,314,1401,S700_3962,Shipped,Sin comentarios,26,89.38,2323.88,1.0,7
10273,10,2004-07-21,2004-07-22,2004-07-28,314,1401,S72_3212,Shipped,Sin comentarios,37,51.32,1898.84,1.0,7
10273,11,2004-07-21,2004-07-22,2004-07-28,314,1401,S24_2011,Shipped,Sin comentarios,22,103.23,2271.06,1.0,7
10273,12,2004-07-21,2004-07-22,2004-07-28,314,1401,S18_4522,Shipped,Sin comentarios,33,72.85,2404.05,1.0,7
10273,13,2004-07-21,2004-07-22,2004-07-28,314,1401,S18_3140,Shipped,Sin comentarios,40,117.47,4698.8,1.0,7
10273,14,2004-07-21,2004-07-22,2004-07-28,314,1401,S700_1938,Shipped,Sin comentarios,21,77.95,1636.95,1.0,7
10273,15,2004-07-21,2004-07-22,2004-07-28,314,1401,S18_3259,Shipped,Sin comentarios,47,87.73,4123.31,1.0,7
10274,1,2004-07-21,2004-07-22,2004-07-29,379,1188,S18_1662,Shipped,Sin comentarios,41,129.31,5301.71,1.0,8
10274,2,2004-07-21,2004-07-22,2004-07-29,379,1188,S24_2841,Shipped,Sin comentarios,40,56.86,2274.4,1.0,8
10274,3,2004-07-21,2004-07-22,2004-07-29,379,1188,S24_3420,Shipped,Sin comentarios,24,65.09,1562.16,1.0,8
10274,4,2004-07-21,2004-07-22,2004-07-29,379,1188,S72_1253,Shipped,Sin comentarios,32,49.66,1589.12,1.0,8
10274,5,2004-07-21,2004-07-22,2004-07-29,379,1188,S700_2047,Shipped,Sin comentarios,24,75.13,1803.12,1.0,8
10275,1,2004-07-23,2004-07-29,2004-08-02,119,1370,S10_1678,Shipped,Sin comentarios,45,81.35,3660.75,6.0,10
10275,2,2004-07-23,2004-07-29,2004-08-02,119,1370,S24_1578,Shipped,Sin comentarios,21,105.94,2224.74,6.0,10
10275,3,2004-07-23,2004-07-29,2004-08-02,119,1370,S10_4698,Shipped,Sin comentarios,36,154.93,5577.48,6.0,10
10275,4,2004-07-23,2004-07-29,2004-08-02,119,1370,S10_2016,Shipped,Sin comentarios,22,115.37,2538.14,6.0,10
10275,5,2004-07-23,2004-07-29,2004-08-02,119,1370,S18_2625,Shipped,Sin comentarios,37,52.09,1927.33,6.0,10
10275,6,2004-07-23,2004-07-29,2004-08-02,119,1370,S24_2000,Shipped,Sin comentarios,30,61.7,1851.0,6.0,10
10275,7,2004-07-23,2004-07-29,2004-08-02,119,1370,S32_1374,Shipped,Sin comentarios,23,89.9,2067.7,6.0,10
10275,8,2004-07-23,2004-07-29,2004-08-02,119,1370,S700_2834,Shipped,Sin comentarios,48,102.04,4897.92,6.0,10
10275,9,2004-07-23,2004-07-29,2004-08-02,119,1370,S18_2581,Shipped,Sin comentarios,35,70.12,2454.2,6.0,10
10275,10,2004-07-23,2004-07-29,2004-08-02,119,1370,S24_4278,Shipped,Sin comentarios,27,67.38,1819.26,6.0,10
10275,11,2004-07-23,2004-07-29,2004-08-02,119,1370,S24_1785,Shipped,Sin comentarios,25,97.38,2434.5,6.0,10
10275,12,2004-07-23,2004-07-29,2004-08-02,119,1370,S32_4289,Shipped,Sin comentarios,28,58.47,1637.16,6.0,10
10275,13,2004-07-23,2004-07-29,2004-08-02,119,1370,S50_1341,Shipped,Sin comentarios,38,40.15,1525.7,6.0,10
10275,14,2004-07-23,2004-07-29,2004-08-02,119,1370,S700_1691,Shipped,Sin comentarios,32,85.86,2747.52,6.0,10
10275,15,2004-07-23,2004-07-29,2004-08-02,119,1370,S700_3167,Shipped,Sin comentarios,43,72.0,3096.0,6.0,10
10275,16,2004-07-23,2004-07-29,2004-08-02,119,1370,S700_2466,Shipped,Sin comentarios,39,82.77,3228.03,6.0,10
10275,17,2004-07-23,2004-07-29,2004-08-02,119,1370,S700_4002,Shipped,Sin comentarios,31,59.96,1858.76,6.0,10
10275,18,2004-07-23,2004-07-29,2004-08-02,119,1370,S24_3949,Shipped,Sin comentarios,41,58.0,2378.0,6.0,10
10276,1,2004-08-02,2004-08-08,2004-08-11,204,1188,S12_3380,Shipped,Sin comentarios,47,104.52,4912.44,6.0,9
10276,2,2004-08-02,2004-08-08,2004-08-11,204,1188,S24_3371,Shipped,Sin comentarios,20,58.17,1163.4,6.0,9
10276,3,2004-08-02,2004-08-08,2004-08-11,204,1188,S12_1099,Shipped,Sin comentarios,50,184.84,9242.0,6.0,9
10276,4,2004-08-02,2004-08-08,2004-08-11,204,1188,S12_3990,Shipped,Sin comentarios,38,67.83,2577.54,6.0,9
10276,5,2004-08-02,2004-08-08,2004-08-11,204,1188,S18_3482,Shipped,Sin comentarios,30,139.64,4189.2,6.0,9
10276,6,2004-08-02,2004-08-08,2004-08-11,204,1188,S18_3278,Shipped,Sin comentarios,38,78.0,2964.0,6.0,9
10276,7,2004-08-02,2004-08-08,2004-08-11,204,1188,S24_4620,Shipped,Sin comentarios,48,67.1,3220.8,6.0,9
10276,8,2004-08-02,2004-08-08,2004-08-11,204,1188,S18_4721,Shipped,Sin comentarios,48,120.53,5785.44,6.0,9
10276,9,2004-08-02,2004-08-08,2004-08-11,204,1188,S18_3782,Shipped,Sin comentarios,33,54.71,1805.43,6.0,9
10276,10,2004-08-02,2004-08-08,2004-08-11,204,1188,S32_2206,Shipped,Sin comentarios,27,35.4,955.8,6.0,9
10276,11,2004-08-02,2004-08-08,2004-08-11,204,1188,S50_4713,Shipped,Sin comentarios,21,67.53,1418.13,6.0,9
10276,12,2004-08-02,2004-08-08,2004-08-11,204,1188,S24_2360,Shipped,Sin comentarios,46,61.64,2835.44,6.0,9
10276,13,2004-08-02,2004-08-08,2004-08-11,204,1188,S32_4485,Shipped,Sin comentarios,38,94.91,3606.58,6.0,9
10276,14,2004-08-02,2004-08-08,2004-08-11,204,1188,S12_2823,Shipped,Sin comentarios,43,150.62,6476.66,6.0,9
10278,1,2004-08-06,2004-08-09,2004-08-16,112,1166,S24_1628,Shipped,Sin comentarios,35,48.8,1708.0,3.0,10
10278,2,2004-08-06,2004-08-09,2004-08-16,112,1166,S18_1589,Shipped,Sin comentarios,23,107.02,2461.46,3.0,10
10278,3,2004-08-06,2004-08-09,2004-08-16,112,1166,S18_2870,Shipped,Sin comentarios,39,117.48,4581.72,3.0,10
10278,4,2004-08-06,2004-08-09,2004-08-16,112,1166,S18_3685,Shipped,Sin comentarios,31,114.44,3547.64,3.0,10
10278,5,2004-08-06,2004-08-09,2004-08-16,112,1166,S18_1984,Shipped,Sin comentarios,29,118.07,3424.03,3.0,10
10278,6,2004-08-06,2004-08-09,2004-08-16,112,1166,S18_1129,Shipped,Sin comentarios,34,114.65,3898.1,3.0,10
10278,7,2004-08-06,2004-08-09,2004-08-16,112,1166,S18_3232,Shipped,Sin comentarios,42,167.65,7041.3,3.0,10
10278,8,2004-08-06,2004-08-09,2004-08-16,112,1166,S24_2972,Shipped,Sin comentarios,31,37.38,1158.78,3.0,10
10278,9,2004-08-06,2004-08-09,2004-08-16,112,1166,S24_3856,Shipped,Sin comentarios,25,136.22,3405.5,3.0,10
10278,10,2004-08-06,2004-08-09,2004-08-16,112,1166,S18_1889,Shipped,Sin comentarios,29,73.15,2121.35,3.0,10
10279,1,2004-08-09,2004-08-15,2004-08-19,141,1370,S18_4933,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",26,68.42,1778.92,6.0,10
10279,2,2004-08-09,2004-08-15,2004-08-19,141,1370,S24_2887,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",48,106.87,5129.76,6.0,10
10279,3,2004-08-09,2004-08-15,2004-08-19,141,1370,S24_2766,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",49,76.33,3740.17,6.0,10
10279,4,2004-08-09,2004-08-15,2004-08-19,141,1370,S24_3191,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",33,78.76,2599.08,6.0,10
10279,5,2004-08-09,2004-08-15,2004-08-19,141,1370,S24_1046,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",32,68.35,2187.2,6.0,10
10279,6,2004-08-09,2004-08-15,2004-08-19,141,1370,S24_3432,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches",48,95.3,4574.4,6.0,10
10280,1,2004-08-17,2004-08-19,2004-08-27,249,1401,S18_1097,Shipped,Sin comentarios,24,98.0,2352.0,2.0,10
10280,2,2004-08-17,2004-08-19,2004-08-27,249,1401,S10_1949,Shipped,Sin comentarios,34,205.73,6994.82,2.0,10
10344,7,2004-11-25,2004-11-29,2004-12-02,350,1337,S24_1046,Shipped,Sin comentarios,29,61.0,1769.0,4.0,7
10280,3,2004-08-17,2004-08-19,2004-08-27,249,1401,S18_2949,Shipped,Sin comentarios,46,82.06,3774.76,2.0,10
10280,4,2004-08-17,2004-08-19,2004-08-27,249,1401,S18_3136,Shipped,Sin comentarios,29,102.63,2976.27,2.0,10
10280,5,2004-08-17,2004-08-19,2004-08-27,249,1401,S18_2957,Shipped,Sin comentarios,43,54.34,2336.62,2.0,10
10280,6,2004-08-17,2004-08-19,2004-08-27,249,1401,S24_4258,Shipped,Sin comentarios,21,79.86,1677.06,2.0,10
10280,7,2004-08-17,2004-08-19,2004-08-27,249,1401,S18_3320,Shipped,Sin comentarios,34,99.21,3373.14,2.0,10
10280,8,2004-08-17,2004-08-19,2004-08-27,249,1401,S18_1367,Shipped,Sin comentarios,27,47.44,1280.88,2.0,10
10280,9,2004-08-17,2004-08-19,2004-08-27,249,1401,S18_1342,Shipped,Sin comentarios,50,87.33,4366.5,2.0,10
10280,10,2004-08-17,2004-08-19,2004-08-27,249,1401,S18_2795,Shipped,Sin comentarios,22,158.63,3489.86,2.0,10
10280,11,2004-08-17,2004-08-19,2004-08-27,249,1401,S24_2022,Shipped,Sin comentarios,45,36.29,1633.05,2.0,10
10280,12,2004-08-17,2004-08-19,2004-08-27,249,1401,S24_1937,Shipped,Sin comentarios,20,29.87,597.4,2.0,10
10280,13,2004-08-17,2004-08-19,2004-08-27,249,1401,S18_2325,Shipped,Sin comentarios,37,109.33,4045.21,2.0,10
10280,14,2004-08-17,2004-08-19,2004-08-27,249,1401,S24_3969,Shipped,Sin comentarios,33,35.29,1164.57,2.0,10
10280,15,2004-08-17,2004-08-19,2004-08-27,249,1401,S18_2248,Shipped,Sin comentarios,25,53.28,1332.0,2.0,10
10280,16,2004-08-17,2004-08-19,2004-08-27,249,1401,S18_1749,Shipped,Sin comentarios,26,161.5,4199.0,2.0,10
10280,17,2004-08-17,2004-08-19,2004-08-27,249,1401,S18_4409,Shipped,Sin comentarios,35,77.31,2705.85,2.0,10
10281,1,2004-08-19,2004-08-23,2004-08-28,157,1216,S12_4473,Shipped,Sin comentarios,41,98.36,4032.76,4.0,9
10281,2,2004-08-19,2004-08-23,2004-08-28,157,1216,S24_2840,Shipped,Sin comentarios,20,33.95,679.0,4.0,9
10281,3,2004-08-19,2004-08-23,2004-08-28,157,1216,S32_2509,Shipped,Sin comentarios,31,44.91,1392.21,4.0,9
10281,4,2004-08-19,2004-08-23,2004-08-28,157,1216,S18_2319,Shipped,Sin comentarios,48,114.14,5478.72,4.0,9
10281,5,2004-08-19,2004-08-23,2004-08-28,157,1216,S18_3232,Shipped,Sin comentarios,25,135.47,3386.75,4.0,9
10281,6,2004-08-19,2004-08-23,2004-08-28,157,1216,S24_2300,Shipped,Sin comentarios,25,112.46,2811.5,4.0,9
10281,7,2004-08-19,2004-08-23,2004-08-28,157,1216,S18_2432,Shipped,Sin comentarios,29,56.52,1639.08,4.0,9
10281,8,2004-08-19,2004-08-23,2004-08-28,157,1216,S32_1268,Shipped,Sin comentarios,29,80.9,2346.1,4.0,9
10281,9,2004-08-19,2004-08-23,2004-08-28,157,1216,S10_4962,Shipped,Sin comentarios,44,132.97,5850.68,4.0,9
10281,10,2004-08-19,2004-08-23,2004-08-28,157,1216,S18_4600,Shipped,Sin comentarios,25,96.86,2421.5,4.0,9
10281,11,2004-08-19,2004-08-23,2004-08-28,157,1216,S700_2824,Shipped,Sin comentarios,27,89.01,2403.27,4.0,9
10281,12,2004-08-19,2004-08-23,2004-08-28,157,1216,S32_3522,Shipped,Sin comentarios,36,59.47,2140.92,4.0,9
10281,13,2004-08-19,2004-08-23,2004-08-28,157,1216,S12_1666,Shipped,Sin comentarios,25,127.1,3177.5,4.0,9
10281,14,2004-08-19,2004-08-23,2004-08-28,157,1216,S18_4668,Shipped,Sin comentarios,44,42.76,1881.44,4.0,9
10282,1,2004-08-20,2004-08-22,2004-08-26,124,1165,S18_3140,Shipped,Sin comentarios,43,122.93,5285.99,2.0,6
10282,2,2004-08-20,2004-08-22,2004-08-26,124,1165,S700_1938,Shipped,Sin comentarios,43,77.95,3351.85,2.0,6
10282,3,2004-08-20,2004-08-22,2004-08-26,124,1165,S18_3259,Shipped,Sin comentarios,36,88.74,3194.64,2.0,6
10282,4,2004-08-20,2004-08-22,2004-08-26,124,1165,S12_3891,Shipped,Sin comentarios,24,169.56,4069.44,2.0,6
10282,5,2004-08-20,2004-08-22,2004-08-26,124,1165,S12_1108,Shipped,Sin comentarios,41,176.63,7241.83,2.0,6
10282,6,2004-08-20,2004-08-22,2004-08-26,124,1165,S12_3148,Shipped,Sin comentarios,27,142.02,3834.54,2.0,6
10282,7,2004-08-20,2004-08-22,2004-08-26,124,1165,S50_1514,Shipped,Sin comentarios,37,56.24,2080.88,2.0,6
10282,8,2004-08-20,2004-08-22,2004-08-26,124,1165,S18_4027,Shipped,Sin comentarios,31,132.13,4096.03,2.0,6
10282,9,2004-08-20,2004-08-22,2004-08-26,124,1165,S32_3207,Shipped,Sin comentarios,36,51.58,1856.88,2.0,6
10282,10,2004-08-20,2004-08-22,2004-08-26,124,1165,S24_4048,Shipped,Sin comentarios,39,96.99,3782.61,2.0,6
10282,11,2004-08-20,2004-08-22,2004-08-26,124,1165,S24_1444,Shipped,Sin comentarios,29,49.71,1441.59,2.0,6
10282,12,2004-08-20,2004-08-22,2004-08-26,124,1165,S50_1392,Shipped,Sin comentarios,38,114.59,4354.42,2.0,6
10282,13,2004-08-20,2004-08-22,2004-08-26,124,1165,S18_2238,Shipped,Sin comentarios,23,147.36,3389.28,2.0,6
10283,1,2004-08-20,2004-08-23,2004-08-30,260,1323,S72_1253,Shipped,Sin comentarios,43,41.22,1772.46,3.0,10
10283,2,2004-08-20,2004-08-23,2004-08-30,260,1323,S700_2047,Shipped,Sin comentarios,20,74.23,1484.6,3.0,10
10283,3,2004-08-20,2004-08-23,2004-08-30,260,1323,S18_3856,Shipped,Sin comentarios,46,100.58,4626.68,3.0,10
10283,4,2004-08-20,2004-08-23,2004-08-30,260,1323,S18_3029,Shipped,Sin comentarios,21,78.28,1643.88,3.0,10
10283,5,2004-08-20,2004-08-23,2004-08-30,260,1323,S24_3816,Shipped,Sin comentarios,33,77.15,2545.95,3.0,10
10283,6,2004-08-20,2004-08-23,2004-08-30,260,1323,S10_4757,Shipped,Sin comentarios,25,130.56,3264.0,3.0,10
10283,7,2004-08-20,2004-08-23,2004-08-30,260,1323,S700_2610,Shipped,Sin comentarios,47,68.67,3227.49,3.0,10
10283,8,2004-08-20,2004-08-23,2004-08-30,260,1323,S24_3151,Shipped,Sin comentarios,34,80.54,2738.36,3.0,10
10283,9,2004-08-20,2004-08-23,2004-08-30,260,1323,S700_1138,Shipped,Sin comentarios,45,62.0,2790.0,3.0,10
10283,10,2004-08-20,2004-08-23,2004-08-30,260,1323,S700_3505,Shipped,Sin comentarios,22,88.15,1939.3,3.0,10
10283,11,2004-08-20,2004-08-23,2004-08-30,260,1323,S700_3962,Shipped,Sin comentarios,38,85.41,3245.58,3.0,10
10283,12,2004-08-20,2004-08-23,2004-08-30,260,1323,S72_3212,Shipped,Sin comentarios,33,49.14,1621.62,3.0,10
10283,13,2004-08-20,2004-08-23,2004-08-30,260,1323,S24_2011,Shipped,Sin comentarios,42,99.54,4180.68,3.0,10
10283,14,2004-08-20,2004-08-23,2004-08-30,260,1323,S18_4522,Shipped,Sin comentarios,34,71.97,2446.98,3.0,10
10284,1,2004-08-21,2004-08-26,2004-08-29,299,1504,S18_2581,Shipped,Custom shipping instructions sent to warehouse,31,68.43,2121.33,5.0,8
10284,2,2004-08-21,2004-08-26,2004-08-29,299,1504,S24_4278,Shipped,Custom shipping instructions sent to warehouse,21,66.65,1399.65,5.0,8
10284,3,2004-08-21,2004-08-26,2004-08-29,299,1504,S24_1785,Shipped,Custom shipping instructions sent to warehouse,22,101.76,2238.72,5.0,8
10284,4,2004-08-21,2004-08-26,2004-08-29,299,1504,S32_4289,Shipped,Custom shipping instructions sent to warehouse,50,60.54,3027.0,5.0,8
10284,5,2004-08-21,2004-08-26,2004-08-29,299,1504,S50_1341,Shipped,Custom shipping instructions sent to warehouse,33,35.78,1180.74,5.0,8
10284,6,2004-08-21,2004-08-26,2004-08-29,299,1504,S700_1691,Shipped,Custom shipping instructions sent to warehouse,24,87.69,2104.56,5.0,8
10284,7,2004-08-21,2004-08-26,2004-08-29,299,1504,S700_3167,Shipped,Custom shipping instructions sent to warehouse,25,68.0,1700.0,5.0,8
10284,8,2004-08-21,2004-08-26,2004-08-29,299,1504,S700_2466,Shipped,Custom shipping instructions sent to warehouse,45,95.73,4307.85,5.0,8
10284,9,2004-08-21,2004-08-26,2004-08-29,299,1504,S700_4002,Shipped,Custom shipping instructions sent to warehouse,32,73.29,2345.28,5.0,8
10284,10,2004-08-21,2004-08-26,2004-08-29,299,1504,S24_3949,Shipped,Custom shipping instructions sent to warehouse,21,65.51,1375.71,5.0,8
10284,11,2004-08-21,2004-08-26,2004-08-29,299,1504,S18_1662,Shipped,Custom shipping instructions sent to warehouse,45,137.19,6173.55,5.0,8
10284,12,2004-08-21,2004-08-26,2004-08-29,299,1504,S24_2841,Shipped,Custom shipping instructions sent to warehouse,30,65.08,1952.4,5.0,8
10284,13,2004-08-21,2004-08-26,2004-08-29,299,1504,S24_3420,Shipped,Custom shipping instructions sent to warehouse,39,59.83,2333.37,5.0,8
10285,1,2004-08-27,2004-08-31,2004-09-04,286,1216,S32_2206,Shipped,Sin comentarios,37,36.61,1354.57,4.0,8
10285,2,2004-08-27,2004-08-31,2004-09-04,286,1216,S50_4713,Shipped,Sin comentarios,39,76.48,2982.72,4.0,8
10420,5,2005-05-29,,2005-06-07,282,1611,S18_1749,In Process,Sin comentarios,37,153.0,5661.0,,9
10285,3,2004-08-27,2004-08-31,2004-09-04,286,1216,S24_2360,Shipped,Sin comentarios,38,64.41,2447.58,4.0,8
10285,4,2004-08-27,2004-08-31,2004-09-04,286,1216,S32_4485,Shipped,Sin comentarios,26,100.01,2600.26,4.0,8
10285,5,2004-08-27,2004-08-31,2004-09-04,286,1216,S12_2823,Shipped,Sin comentarios,49,131.04,6420.96,4.0,8
10285,6,2004-08-27,2004-08-31,2004-09-04,286,1216,S10_1678,Shipped,Sin comentarios,36,95.7,3445.2,4.0,8
10285,7,2004-08-27,2004-08-31,2004-09-04,286,1216,S24_1578,Shipped,Sin comentarios,34,91.29,3103.86,4.0,8
10285,8,2004-08-27,2004-08-31,2004-09-04,286,1216,S10_4698,Shipped,Sin comentarios,27,166.55,4496.85,4.0,8
10285,9,2004-08-27,2004-08-31,2004-09-04,286,1216,S10_2016,Shipped,Sin comentarios,47,110.61,5198.67,4.0,8
10285,10,2004-08-27,2004-08-31,2004-09-04,286,1216,S18_2625,Shipped,Sin comentarios,20,50.88,1017.6,4.0,8
10285,11,2004-08-27,2004-08-31,2004-09-04,286,1216,S24_2000,Shipped,Sin comentarios,39,61.7,2406.3,4.0,8
10285,12,2004-08-27,2004-08-31,2004-09-04,286,1216,S32_1374,Shipped,Sin comentarios,37,82.91,3067.67,4.0,8
10285,13,2004-08-27,2004-08-31,2004-09-04,286,1216,S700_2834,Shipped,Sin comentarios,45,102.04,4591.8,4.0,8
10286,1,2004-08-28,2004-09-01,2004-09-06,172,1337,S18_3782,Shipped,Sin comentarios,38,51.6,1960.8,4.0,9
10287,1,2004-08-30,2004-09-01,2004-09-06,298,1702,S18_2870,Shipped,Sin comentarios,44,114.84,5052.96,2.0,7
10287,2,2004-08-30,2004-09-01,2004-09-06,298,1702,S18_3685,Shipped,Sin comentarios,27,139.87,3776.49,2.0,7
10287,3,2004-08-30,2004-09-01,2004-09-06,298,1702,S18_1984,Shipped,Sin comentarios,24,123.76,2970.24,2.0,7
10287,4,2004-08-30,2004-09-01,2004-09-06,298,1702,S18_1129,Shipped,Sin comentarios,41,113.23,4642.43,2.0,7
10287,5,2004-08-30,2004-09-01,2004-09-06,298,1702,S18_3232,Shipped,Sin comentarios,36,137.17,4938.12,2.0,7
10287,6,2004-08-30,2004-09-01,2004-09-06,298,1702,S24_2972,Shipped,Sin comentarios,36,31.34,1128.24,2.0,7
10287,7,2004-08-30,2004-09-01,2004-09-06,298,1702,S24_3856,Shipped,Sin comentarios,36,137.62,4954.32,2.0,7
10287,8,2004-08-30,2004-09-01,2004-09-06,298,1702,S18_1889,Shipped,Sin comentarios,44,61.6,2710.4,2.0,7
10287,9,2004-08-30,2004-09-01,2004-09-06,298,1702,S12_4675,Shipped,Sin comentarios,23,107.1,2463.3,2.0,7
10287,10,2004-08-30,2004-09-01,2004-09-06,298,1702,S12_3380,Shipped,Sin comentarios,45,117.44,5284.8,2.0,7
10287,11,2004-08-30,2004-09-01,2004-09-06,298,1702,S24_3371,Shipped,Sin comentarios,20,58.17,1163.4,2.0,7
10287,12,2004-08-30,2004-09-01,2004-09-06,298,1702,S12_1099,Shipped,Sin comentarios,21,190.68,4004.28,2.0,7
10287,13,2004-08-30,2004-09-01,2004-09-06,298,1702,S12_3990,Shipped,Sin comentarios,41,74.21,3042.61,2.0,7
10287,14,2004-08-30,2004-09-01,2004-09-06,298,1702,S18_3482,Shipped,Sin comentarios,40,127.88,5115.2,2.0,7
10287,15,2004-08-30,2004-09-01,2004-09-06,298,1702,S18_3278,Shipped,Sin comentarios,43,68.35,2939.05,2.0,7
10287,16,2004-08-30,2004-09-01,2004-09-06,298,1702,S24_4620,Shipped,Sin comentarios,40,79.22,3168.8,2.0,7
10287,17,2004-08-30,2004-09-01,2004-09-06,298,1702,S18_4721,Shipped,Sin comentarios,34,119.04,4047.36,2.0,7
10288,1,2004-09-01,2004-09-05,2004-09-11,166,1612,S24_1937,Shipped,Sin comentarios,29,32.19,933.51,4.0,10
10288,2,2004-09-01,2004-09-05,2004-09-11,166,1612,S18_2325,Shipped,Sin comentarios,31,102.98,3192.38,4.0,10
10288,3,2004-09-01,2004-09-05,2004-09-11,166,1612,S24_3969,Shipped,Sin comentarios,33,37.75,1245.75,4.0,10
10288,4,2004-09-01,2004-09-05,2004-09-11,166,1612,S18_2248,Shipped,Sin comentarios,28,50.25,1407.0,4.0,10
10288,5,2004-09-01,2004-09-05,2004-09-11,166,1612,S18_1749,Shipped,Sin comentarios,32,168.3,5385.6,4.0,10
10288,6,2004-09-01,2004-09-05,2004-09-11,166,1612,S18_4409,Shipped,Sin comentarios,35,90.19,3156.65,4.0,10
10288,7,2004-09-01,2004-09-05,2004-09-11,166,1612,S18_4933,Shipped,Sin comentarios,23,57.02,1311.46,4.0,10
10288,8,2004-09-01,2004-09-05,2004-09-11,166,1612,S24_2887,Shipped,Sin comentarios,48,109.22,5242.56,4.0,10
10288,9,2004-09-01,2004-09-05,2004-09-11,166,1612,S24_2766,Shipped,Sin comentarios,35,81.78,2862.3,4.0,10
10288,10,2004-09-01,2004-09-05,2004-09-11,166,1612,S24_3191,Shipped,Sin comentarios,34,76.19,2590.46,4.0,10
10288,11,2004-09-01,2004-09-05,2004-09-11,166,1612,S24_1046,Shipped,Sin comentarios,36,66.88,2407.68,4.0,10
10288,12,2004-09-01,2004-09-05,2004-09-11,166,1612,S24_3432,Shipped,Sin comentarios,41,101.73,4170.93,4.0,10
10288,13,2004-09-01,2004-09-05,2004-09-11,166,1612,S24_1628,Shipped,Sin comentarios,50,49.3,2465.0,4.0,10
10288,14,2004-09-01,2004-09-05,2004-09-11,166,1612,S18_1589,Shipped,Sin comentarios,20,120.71,2414.2,4.0,10
10289,1,2004-09-03,2004-09-04,2004-09-13,167,1504,S18_1367,Shipped,We need to keep in close contact with their Marketing VP. He is the decision maker for all their purchases.,24,44.75,1074.0,1.0,10
