factura_id,cliente_id,fecha_factura,monto,estado_pago
F4746,C4746,2025-04-02,68.21,Pendiente
F4747,C4747,2025-03-09,120.05,Pendiente
F4748,C4748,2025-03-23,201.84,Pendiente
F4749,C4749,2025-04-02,283.38,Pendiente
F4750,C4750,2025-03-09,408.85,Pendiente
F4751,C4751,2025-03-06,185.3,Cobrado
F4752,C4752,2025-04-02,59.67,Pendiente
F4753,C4753,2025-04-04,450.48,Pendiente
F4754,C4754,2025-03-10,111.6,Cobrado
F4755,C4755,2025-03-23,493.33,Pendiente
F4756,C4756,2025-03-15,297.98,Cobrado
F4757,C4757,2025-03-22,142.41,Cobrado
F4758,C4758,2025-04-04,283.14,Pendiente
F4759,C4759,2025-03-10,437.09,Pendiente
F4760,C4760,2025-04-04,454.28,Pendiente
F4761,C4761,2025-03-31,116.61,Pendiente
F4762,C4762,2025-03-17,92.28,Pendiente
F4763,C4763,2025-03-05,255.94,Cobrado
F4764,C4764,2025-03-19,212.31,Cobrado
F4765,C4765,2025-03-08,429.83,Pendiente
F4766,C4766,2025-03-13,201.23,Pendiente
F4767,C4767,2025-03-07,87.64,Cobrado
F4768,C4768,2025-04-02,483.23,Cobrado
F4769,C4769,2025-03-13,376.07,Cobrado
F4770,C4770,2025-03-05,415.19,Cobrado
F4771,C4771,2025-03-22,250.09,Pendiente
F4772,C4772,2025-03-13,395.58,Cobrado
F4773,C4773,2025-03-13,148.48,Pendiente
F4774,C4774,2025-03-08,355.67,Pendiente
F4775,C4775,2025-03-13,58.81,Pendiente
F4776,C4776,2025-03-21,77.47,Pendiente
F4777,C4777,2025-04-01,232.69,Cobrado
F4778,C4778,2025-04-02,195.92,Cobrado
F4779,C4779,2025-03-16,414.32,Cobrado
F4780,C4780,2025-03-16,124.87,Cobrado
F4781,C4781,2025-03-07,495.0,Cobrado
F4782,C4782,2025-03-25,70.73,Cobrado
F4783,C4783,2025-03-15,419.14,Cobrado
F4784,C4784,2025-03-11,96.52,Pendiente
F4785,C4785,2025-03-26,63.72,Cobrado
F4786,C4786,2025-03-09,477.36,Cobrado
F4787,C4787,2025-03-22,54.39,Pendiente
F4788,C4788,2025-03-12,408.62,Pendiente
F4789,C4789,2025-03-10,97.14,Pendiente
F4790,C4790,2025-03-23,100.84,Cobrado
F4791,C4791,2025-03-07,54.54,Pendiente
F4792,C4792,2025-03-31,414.25,Cobrado
F4793,C4793,2025-03-30,87.82,Pendiente
F4794,C4794,2025-03-14,331.8,Pendiente
F4795,C4795,2025-03-29,394.05,Cobrado
F4796,C4796,2025-03-16,293.78,Cobrado
F4797,C4797,2025-03-28,293.92,Pendiente
F4798,C4798,2025-03-22,54.56,Cobrado
F4799,C4799,2025-03-08,223.63,Pendiente
F4800,C4800,2025-03-18,445.02,Cobrado
F4801,C4801,2025-04-03,406.32,Pendiente
F4802,C4802,2025-03-05,400.11,Pendiente
F4803,C4803,2025-03-18,348.71,Pendiente
F4804,C4804,2025-03-30,367.94,Pendiente
F4805,C4805,2025-03-06,150.03,Cobrado
F4806,C4806,2025-03-14,94.57,Cobrado
F4807,C4807,2025-03-14,412.97,Pendiente
F4808,C4808,2025-03-15,170.25,Cobrado
F4809,C4809,2025-03-30,311.55,Cobrado
F4810,C4810,2025-03-09,285.94,Pendiente
F4811,C4811,2025-04-03,435.89,Cobrado
F4812,C4812,2025-03-05,254.49,Cobrado
F4813,C4813,2025-04-05,450.96,Cobrado
F4814,C4814,2025-03-24,114.47,Pendiente
F4815,C4815,2025-03-06,242.4,Pendiente
F4816,C4816,2025-03-22,470.88,Cobrado
F4817,C4817,2025-03-19,202.06,Pendiente
F4818,C4818,2025-03-31,436.69,Pendiente
F4819,C4819,2025-04-04,183.23,Cobrado
F4820,C4820,2025-03-29,351.21,Pendiente
F4821,C4821,2025-03-20,374.22,Cobrado
F4822,C4822,2025-04-03,292.7,Pendiente
F4823,C4823,2025-03-14,188.07,Cobrado
F4824,C4824,2025-03-21,460.95,Cobrado
F4825,C4825,2025-03-08,316.59,Cobrado
F4826,C4826,2025-03-31,482.3,Pendiente
F4827,C4827,2025-03-29,353.84,Pendiente
F4828,C4828,2025-04-01,296.25,Cobrado
F4829,C4829,2025-04-01,79.83,Pendiente
F4830,C4830,2025-03-27,346.72,Pendiente
F4831,C4831,2025-03-25,300.94,Pendiente
F4832,C4832,2025-04-04,138.02,Pendiente
F4833,C4833,2025-03-24,474.3,Pendiente
F4834,C4834,2025-04-05,414.01,Cobrado
F4835,C4835,2025-03-12,471.65,Pendiente
F4836,C4836,2025-04-04,327.37,Cobrado
F4837,C4837,2025-03-31,160.39,Pendiente
F4838,C4838,2025-03-31,135.65,Cobrado
F4839,C4839,2025-03-11,403.27,Cobrado
F4840,C4840,2025-03-11,260.69,Pendiente
F4841,C4841,2025-03-28,69.77,Cobrado
F4842,C4842,2025-03-15,473.44,Cobrado
F4843,C4843,2025-03-22,107.97,Pendiente
F4844,C4844,2025-03-18,337.73,Cobrado
F4845,C4845,2025-03-20,391.33,Cobrado
F4846,C4846,2025-03-09,348.7,Cobrado
F4847,C4847,2025-03-26,303.21,Cobrado
F4848,C4848,2025-03-10,154.59,Pendiente
F4849,C4849,2025-03-19,213.31,Cobrado
F4850,C4850,2025-03-19,177.02,Cobrado
F4851,C4851,2025-03-09,185.36,Pendiente
F4852,C4852,2025-03-27,165.62,Pendiente
F4853,C4853,2025-03-23,228.57,Cobrado
F4854,C4854,2025-03-11,62.84,Pendiente
F4855,C4855,2025-03-31,413.03,Cobrado
F4856,C4856,2025-03-08,54.33,Cobrado
F4857,C4857,2025-03-24,161.16,Pendiente
F4858,C4858,2025-03-27,113.78,Pendiente
F4859,C4859,2025-03-18,300.75,Cobrado
F4860,C4860,2025-03-28,181.47,Pendiente
F4861,C4861,2025-03-15,207.61,Cobrado
F4862,C4862,2025-03-15,188.46,Pendiente
F4863,C4863,2025-04-04,338.3,Cobrado
F4864,C4864,2025-04-02,94.99,Cobrado
F4865,C4865,2025-03-20,392.85,Cobrado
F4866,C4866,2025-03-14,133.15,Cobrado
F4867,C4867,2025-03-24,186.32,Cobrado
F4868,C4868,2025-03-11,467.28,Cobrado
F4869,C4869,2025-04-05,81.6,Pendiente
F4870,C4870,2025-03-13,475.01,Pendiente
F4871,C4871,2025-03-09,80.43,Cobrado
F4872,C4872,2025-03-21,64.43,Pendiente
F4873,C4873,2025-03-22,93.22,Cobrado
F4874,C4874,2025-03-29,113.77,Pendiente
F4875,C4875,2025-03-19,435.68,Pendiente
F4876,C4876,2025-03-25,209.14,Pendiente
F4877,C4877,2025-03-21,338.8,Cobrado
F4878,C4878,2025-04-01,169.02,Pendiente
F4879,C4879,2025-03-31,416.1,Cobrado
F4880,C4880,2025-03-05,341.39,Cobrado
F4881,C4881,2025-03-29,366.21,Pendiente
F4882,C4882,2025-03-15,488.85,Pendiente
F4883,C4883,2025-03-18,311.87,Pendiente
F4884,C4884,2025-03-29,197.03,Pendiente
F4885,C4885,2025-03-17,321.15,Cobrado
F4886,C4886,2025-03-19,168.69,Cobrado
F4887,C4887,2025-03-25,142.8,Cobrado
F4888,C4888,2025-03-27,390.25,Cobrado
F4889,C4889,2025-03-17,245.49,Cobrado
F4890,C4890,2025-03-19,256.53,Pendiente
F4891,C4891,2025-04-01,373.6,Cobrado
F4892,C4892,2025-04-03,351.43,Cobrado
F4893,C4893,2025-03-07,207.08,Pendiente
F4894,C4894,2025-03-29,115.74,Pendiente
F4895,C4895,2025-03-30,394.72,Pendiente
F4896,C4896,2025-04-01,201.82,Pendiente
F4897,C4897,2025-03-06,217.6,Cobrado
F4898,C4898,2025-03-16,259.46,Cobrado
F4899,C4899,2025-03-22,177.97,Cobrado
F4900,C4900,2025-03-21,158.88,Pendiente
F4901,C4901,2025-03-06,127.8,Cobrado
F4902,C4902,2025-03-10,491.32,Pendiente
F4903,C4903,2025-03-27,207.55,Pendiente
F4904,C4904,2025-04-02,197.26,Pendiente
F4905,C4905,2025-03-15,239.5,Cobrado
F4906,C4906,2025-03-13,199.83,Cobrado
F4907,C4907,2025-03-19,122.22,Cobrado
F4908,C4908,2025-03-26,204.29,Cobrado
F4909,C4909,2025-03-15,130.7,Cobrado
F4910,C4910,2025-03-16,181.93,Pendiente
F4911,C4911,2025-03-16,212.46,Cobrado
F4912,C4912,2025-03-28,257.77,Cobrado
F4913,C4913,2025-03-06,336.22,Pendiente
F4914,C4914,2025-04-01,62.08,Cobrado
F4915,C4915,2025-03-10,296.01,Pendiente
F4916,C4916,2025-03-11,152.01,Pendiente
F4917,C4917,2025-03-25,355.36,Cobrado
F4918,C4918,2025-03-18,226.74,Pendiente
F4919,C4919,2025-04-03,288.48,Pendiente
F4920,C4920,2025-03-11,466.2,Pendiente
F4921,C4921,2025-03-07,491.01,Cobrado
F4922,C4922,2025-03-22,51.33,Cobrado
F4923,C4923,2025-03-28,299.11,Pendiente
F4924,C4924,2025-03-07,88.04,Cobrado
F4925,C4925,2025-03-07,206.28,Pendiente
F4926,C4926,2025-03-20,268.11,Cobrado
F4927,C4927,2025-03-15,332.1,Pendiente
F4928,C4928,2025-03-20,125.86,Pendiente
F4929,C4929,2025-03-08,108.06,Pendiente
F4930,C4930,2025-03-27,371.38,Cobrado
F4931,C4931,2025-03-26,91.78,Pendiente
F4932,C4932,2025-04-05,287.18,Cobrado
F4933,C4933,2025-03-13,284.24,Cobrado
F4934,C4934,2025-03-05,482.42,Cobrado
F4935,C4935,2025-04-02,295.49,Cobrado
F4936,C4936,2025-03-25,344.53,Cobrado
F4937,C4937,2025-04-04,369.72,Cobrado
F4938,C4938,2025-03-05,369.39,Cobrado
F4939,C4939,2025-03-17,304.0,Pendiente
F4940,C4940,2025-03-26,223.46,Pendiente
F4941,C4941,2025-03-17,147.65,Pendiente
F4942,C4942,2025-03-18,499.57,Cobrado
F4943,C4943,2025-03-23,100.95,Pendiente
F4944,C4944,2025-03-22,415.45,Pendiente
F4945,C4945,2025-03-17,428.99,Cobrado
F4946,C4946,2025-03-31,318.21,Pendiente
F4947,C4947,2025-03-12,415.54,Cobrado
F4948,C4948,2025-04-05,189.87,Cobrado
F4949,C4949,2025-03-18,177.22,Cobrado
F4950,C4950,2025-03-24,169.6,Pendiente
F4951,C4951,2025-03-07,369.97,Cobrado
F4952,C4952,2025-03-26,199.64,Pendiente
F4953,C4953,2025-03-05,400.43,Pendiente
F4954,C4954,2025-03-27,375.84,Cobrado
F4955,C4955,2025-03-06,156.46,Cobrado
F4956,C4956,2025-03-11,394.11,Cobrado
F4957,C4957,2025-03-27,187.3,Pendiente
F4958,C4958,2025-03-18,236.7,Pendiente
F4959,C4959,2025-03-12,308.29,Pendiente
F4960,C4960,2025-03-21,437.33,Pendiente
F4961,C4961,2025-03-11,449.42,Pendiente
F4962,C4962,2025-03-28,403.21,Pendiente
F4963,C4963,2025-04-04,86.9,Pendiente
F4964,C4964,2025-04-01,221.23,Cobrado
F4965,C4965,2025-03-31,439.37,Pendiente
F4966,C4966,2025-03-29,255.58,Pendiente
F4967,C4967,2025-03-12,312.87,Cobrado
F4968,C4968,2025-04-04,72.26,Cobrado
F4969,C4969,2025-04-04,193.92,Pendiente
F4970,C4970,2025-03-14,223.58,Cobrado
F4971,C4971,2025-03-24,490.02,Cobrado
F4972,C4972,2025-03-30,125.75,Pendiente
F4973,C4973,2025-03-11,298.4,Pendiente
F4974,C4974,2025-04-05,78.5,Cobrado
F4975,C4975,2025-03-09,494.73,Cobrado
F4976,C4976,2025-03-28,105.96,Pendiente
F4977,C4977,2025-03-31,255.55,Cobrado
F4978,C4978,2025-04-04,122.65,Pendiente
F4979,C4979,2025-03-13,215.15,Cobrado
F4980,C4980,2025-03-09,123.79,Pendiente
F4981,C4981,2025-03-25,139.15,Pendiente
F4982,C4982,2025-03-09,448.16,Pendiente
F4983,C4983,2025-03-07,410.57,Pendiente
F4984,C4984,2025-03-23,346.0,Cobrado
F4985,C4985,2025-03-20,444.24,Cobrado
F4986,C4986,2025-03-14,294.17,Pendiente
F4987,C4987,2025-03-11,383.11,Pendiente
F4988,C4988,2025-03-06,399.47,Cobrado
F4989,C4989,2025-03-08,69.56,Pendiente
F4990,C4990,2025-04-03,298.37,Cobrado
F4991,C4991,2025-03-27,405.94,Cobrado
F4992,C4992,2025-04-04,295.51,Pendiente
F4993,C4993,2025-03-30,489.32,Cobrado
F4994,C4994,2025-03-18,52.62,Cobrado
F4995,C4995,2025-03-24,227.38,Cobrado
F4996,C4996,2025-03-13,250.36,Cobrado
F4997,C4997,2025-03-24,137.7,Cobrado
F4998,C4998,2025-03-10,351.99,Pendiente
F4999,C4999,2025-03-17,129.96,Cobrado
F5000,C5000,2025-03-21,177.38,Pendiente
F5001,C5001,2025-03-11,239.1,Pendiente
F5002,C5002,2025-03-16,137.27,Pendiente
F5003,C5003,2025-03-08,112.91,Pendiente
F5004,C5004,2025-03-19,373.88,Cobrado
F5005,C5005,2025-03-26,304.73,Pendiente
F5006,C5006,2025-03-15,333.08,Cobrado
F5007,C5007,2025-03-16,111.37,Pendiente
F5008,C5008,2025-04-02,366.86,Pendiente
F5009,C5009,2025-03-05,245.25,Cobrado
F5010,C5010,2025-03-17,125.35,Pendiente
F5011,C5011,2025-03-27,129.72,Pendiente
F5012,C5012,2025-03-27,472.33,Pendiente
F5013,C5013,2025-03-16,260.16,Pendiente
F5014,C5014,2025-03-31,497.66,Cobrado
F5015,C5015,2025-03-17,438.17,Cobrado
F5016,C5016,2025-03-05,182.74,Cobrado
F5017,C5017,2025-03-23,455.38,Cobrado
F5018,C5018,2025-04-05,475.35,Cobrado
F5019,C5019,2025-03-06,224.44,Pendiente
F5020,C5020,2025-03-20,498.64,Cobrado
F5021,C5021,2025-03-17,415.67,Cobrado
F5022,C5022,2025-03-23,81.3,Cobrado
F5023,C5023,2025-03-24,185.86,Cobrado
F5024,C5024,2025-03-15,266.08,Pendiente
F5025,C5025,2025-03-29,385.16,Pendiente
F5026,C5026,2025-03-08,352.85,Pendiente
F5027,C5027,2025-03-13,148.07,Cobrado
F5028,C5028,2025-03-15,159.07,Pendiente
F5029,C5029,2025-03-18,337.81,Cobrado
F5030,C5030,2025-04-02,52.04,Cobrado
F5031,C5031,2025-03-23,205.73,Cobrado
F5032,C5032,2025-03-10,75.07,Cobrado
F5033,C5033,2025-03-21,374.67,Pendiente
F5034,C5034,2025-03-09,217.77,Pendiente
F5035,C5035,2025-03-29,235.52,Cobrado
F5036,C5036,2025-03-12,304.69,Cobrado
F5037,C5037,2025-03-18,386.62,Pendiente
F5038,C5038,2025-03-27,409.91,Cobrado
F5039,C5039,2025-04-02,371.24,Cobrado
F5040,C5040,2025-03-14,469.74,Cobrado
F5041,C5041,2025-03-09,357.93,Cobrado
F5042,C5042,2025-03-25,292.27,Pendiente
F5043,C5043,2025-03-31,429.67,Cobrado
F5044,C5044,2025-03-25,229.47,Cobrado
F5045,C5045,2025-03-13,278.35,Cobrado
F5046,C5046,2025-03-24,312.16,Pendiente
F5047,C5047,2025-03-09,182.5,Pendiente
F5048,C5048,2025-03-25,183.49,Pendiente
F5049,C5049,2025-03-23,366.37,Cobrado
F5050,C5050,2025-03-13,333.02,Cobrado
F5051,C5051,2025-03-13,318.23,Cobrado
F5052,C5052,2025-03-20,302.39,Cobrado
F5053,C5053,2025-03-11,85.99,Cobrado
F5054,C5054,2025-03-31,221.87,Pendiente
F5055,C5055,2025-03-21,266.27,Cobrado
F5056,C5056,2025-03-11,412.04,Pendiente
F5057,C5057,2025-03-17,437.28,Pendiente
F5058,C5058,2025-03-27,274.9,Cobrado
F5059,C5059,2025-03-13,185.16,Cobrado
F5060,C5060,2025-03-16,304.78,Cobrado
F5061,C5061,2025-03-18,74.71,Cobrado
F5062,C5062,2025-03-28,115.29,Cobrado
F5063,C5063,2025-04-04,92.99,Cobrado
F5064,C5064,2025-03-21,220.81,Pendiente
F5065,C5065,2025-03-16,394.05,Cobrado
F5066,C5066,2025-03-20,430.58,Pendiente
F5067,C5067,2025-03-19,144.27,Pendiente
F5068,C5068,2025-03-27,232.73,Cobrado
F5069,C5069,2025-03-13,435.2,Pendiente
F5070,C5070,2025-03-16,311.31,Pendiente
F5071,C5071,2025-03-27,496.03,Pendiente
F5072,C5072,2025-03-13,53.68,Cobrado
F5073,C5073,2025-03-18,154.21,Pendiente
F5074,C5074,2025-03-08,391.66,Cobrado
F5075,C5075,2025-03-24,327.23,Cobrado
F5076,C5076,2025-03-26,84.43,Pendiente
F5077,C5077,2025-03-24,452.82,Pendiente
F5078,C5078,2025-03-08,297.04,Pendiente
F5079,C5079,2025-03-23,386.5,Cobrado
F5080,C5080,2025-03-06,268.3,Pendiente
F5081,C5081,2025-03-20,186.35,Pendiente
F5082,C5082,2025-03-09,256.26,Cobrado
F5083,C5083,2025-03-15,64.26,Pendiente
F5084,C5084,2025-03-12,243.41,Cobrado
F5085,C5085,2025-03-25,410.31,Cobrado
F5086,C5086,2025-03-25,242.26,Cobrado
F5087,C5087,2025-03-05,444.98,Pendiente
F5088,C5088,2025-03-09,137.29,Cobrado
F5089,C5089,2025-03-05,194.51,Cobrado
F5090,C5090,2025-03-17,57.71,Cobrado
F5091,C5091,2025-03-26,234.58,Cobrado
F5092,C5092,2025-03-27,441.06,Pendiente
F5093,C5093,2025-03-25,105.29,Pendiente
F5094,C5094,2025-03-26,119.24,Pendiente
F5095,C5095,2025-03-14,334.13,Pendiente
F5096,C5096,2025-03-07,494.33,Pendiente
F5097,C5097,2025-03-06,396.58,Pendiente
F5098,C5098,2025-03-11,194.06,Cobrado
F5099,C5099,2025-03-24,57.8,Cobrado
F5100,C5100,2025-04-04,466.66,Pendiente
F5101,C5101,2025-03-28,410.71,Cobrado
F5102,C5102,2025-03-25,381.95,Cobrado
F5103,C5103,2025-03-08,367.07,Pendiente
F5104,C5104,2025-03-27,308.39,Cobrado
F5105,C5105,2025-03-24,220.63,Cobrado
F5106,C5106,2025-03-30,182.84,Pendiente
F5107,C5107,2025-03-13,300.8,Pendiente
F5108,C5108,2025-03-21,495.95,Pendiente
F5109,C5109,2025-03-20,452.8,Pendiente
F5110,C5110,2025-04-03,446.98,Pendiente
F5111,C5111,2025-03-23,111.51,Cobrado
F5112,C5112,2025-04-03,144.29,Cobrado
F5113,C5113,2025-03-14,345.31,Pendiente
F5114,C5114,2025-03-27,298.87,Pendiente
F5115,C5115,2025-04-03,260.3,Cobrado
F5116,C5116,2025-03-26,401.38,Pendiente
F5117,C5117,2025-03-18,243.78,Pendiente
F5118,C5118,2025-03-11,406.4,Cobrado
F5119,C5119,2025-03-29,437.01,Cobrado
F5120,C5120,2025-03-09,171.64,Cobrado
F5121,C5121,2025-03-10,339.14,Cobrado
F5122,C5122,2025-03-30,176.2,Cobrado
F5123,C5123,2025-03-08,433.78,Pendiente
F5124,C5124,2025-03-20,495.2,Cobrado
F5125,C5125,2025-03-15,267.64,Cobrado
F5126,C5126,2025-03-15,175.82,Pendiente
F5127,C5127,2025-03-19,123.13,Pendiente
F5128,C5128,2025-03-15,181.87,Cobrado
F5129,C5129,2025-03-11,150.4,Cobrado
F5130,C5130,2025-04-01,200.36,Pendiente
F5131,C5131,2025-03-24,423.34,Cobrado
F5132,C5132,2025-03-18,202.83,Pendiente
F5133,C5133,2025-03-11,195.83,Cobrado
F5134,C5134,2025-03-31,188.98,Cobrado
F5135,C5135,2025-03-12,53.32,Cobrado
F5136,C5136,2025-03-12,424.2,Pendiente
F5137,C5137,2025-04-05,310.59,Pendiente
F5138,C5138,2025-04-02,333.49,Cobrado
F5139,C5139,2025-03-14,273.08,Pendiente
F5140,C5140,2025-03-19,321.23,Pendiente
F5141,C5141,2025-04-05,453.02,Pendiente
F5142,C5142,2025-03-22,96.1,Cobrado
F5143,C5143,2025-03-11,377.17,Cobrado
F5144,C5144,2025-03-11,128.91,Cobrado
F5145,C5145,2025-04-03,331.21,Pendiente
F5146,C5146,2025-03-31,342.67,Pendiente
F5147,C5147,2025-03-28,405.32,Cobrado
F5148,C5148,2025-03-22,94.74,Pendiente
F5149,C5149,2025-03-22,129.3,Pendiente
F5150,C5150,2025-03-21,119.51,Cobrado
F5151,C5151,2025-03-20,455.42,Cobrado
F5152,C5152,2025-03-26,58.81,Cobrado
F5153,C5153,2025-03-09,192.49,Cobrado
F5154,C5154,2025-03-24,195.55,Pendiente
F5155,C5155,2025-03-14,253.55,Cobrado
F5156,C5156,2025-03-21,286.45,Pendiente
F5157,C5157,2025-03-09,451.25,Cobrado
F5158,C5158,2025-03-07,155.33,Pendiente
F5159,C5159,2025-03-19,227.8,Cobrado
F5160,C5160,2025-03-15,225.9,Pendiente
F5161,C5161,2025-03-14,219.05,Pendiente
F5162,C5162,2025-03-30,113.51,Pendiente
F5163,C5163,2025-04-05,432.37,Pendiente
F5164,C5164,2025-03-21,144.71,Cobrado
F5165,C5165,2025-03-12,156.34,Cobrado
F5166,C5166,2025-03-21,61.34,Pendiente
F5167,C5167,2025-03-06,191.16,Pendiente
F5168,C5168,2025-03-28,404.92,Cobrado
F5169,C5169,2025-04-02,271.74,Pendiente
F5170,C5170,2025-03-30,334.79,Pendiente
F5171,C5171,2025-03-31,367.27,Pendiente
F5172,C5172,2025-03-13,87.23,Cobrado
F5173,C5173,2025-03-16,205.6,Cobrado
F5174,C5174,2025-03-18,355.26,Cobrado
F5175,C5175,2025-03-12,451.6,Pendiente
F5176,C5176,2025-03-31,264.6,Pendiente
F5177,C5177,2025-03-06,479.77,Cobrado
F5178,C5178,2025-04-01,226.36,Cobrado
F5179,C5179,2025-03-31,312.62,Pendiente
F5180,C5180,2025-03-22,446.74,Cobrado
F5181,C5181,2025-04-02,321.14,Cobrado
F5182,C5182,2025-03-17,177.86,Cobrado
F5183,C5183,2025-03-09,498.4,Pendiente
F5184,C5184,2025-03-06,446.47,Cobrado
F5185,C5185,2025-03-27,52.05,Cobrado
F5186,C5186,2025-03-13,62.31,Pendiente
F5187,C5187,2025-03-14,313.8,Pendiente
F5188,C5188,2025-03-26,256.43,Cobrado
F5189,C5189,2025-03-08,190.09,Cobrado
F5190,C5190,2025-03-10,159.52,Cobrado
F5191,C5191,2025-03-14,127.38,Cobrado
F5192,C5192,2025-03-07,65.93,Pendiente
F5193,C5193,2025-04-04,324.07,Pendiente
F5194,C5194,2025-03-21,200.11,Cobrado
F5195,C5195,2025-03-29,160.71,Pendiente
F5196,C5196,2025-03-24,220.87,Pendiente
F5197,C5197,2025-03-29,303.37,Cobrado
F5198,C5198,2025-03-18,52.73,Cobrado
F5199,C5199,2025-03-26,435.13,Pendiente
F5200,C5200,2025-03-18,357.71,Cobrado
F5201,C5201,2025-03-09,431.34,Cobrado
F5202,C5202,2025-03-08,348.84,Pendiente
F5203,C5203,2025-04-03,79.76,Cobrado
F5204,C5204,2025-03-24,452.1,Cobrado
F5205,C5205,2025-03-22,347.81,Pendiente
F5206,C5206,2025-03-06,418.53,Pendiente
F5207,C5207,2025-04-03,114.72,Cobrado
F5208,C5208,2025-03-08,423.67,Pendiente
F5209,C5209,2025-03-23,447.73,Cobrado
F5210,C5210,2025-03-30,189.7,Pendiente
F5211,C5211,2025-03-10,141.33,Pendiente
F5212,C5212,2025-03-21,236.89,Cobrado
F5213,C5213,2025-03-21,240.66,Pendiente
F5214,C5214,2025-03-21,51.43,Cobrado
F5215,C5215,2025-03-20,283.52,Cobrado
F5216,C5216,2025-03-19,267.74,Pendiente
F5217,C5217,2025-04-01,272.39,Pendiente
F5218,C5218,2025-03-25,373.42,Pendiente
F5219,C5219,2025-03-14,268.12,Pendiente
F5220,C5220,2025-04-05,126.31,Pendiente
F5221,C5221,2025-04-05,86.01,Cobrado
F5222,C5222,2025-03-31,203.59,Cobrado
F5223,C5223,2025-03-16,301.75,Pendiente
F5224,C5224,2025-03-10,87.46,Cobrado
F5225,C5225,2025-03-15,411.45,Cobrado
F5226,C5226,2025-04-05,92.6,Pendiente
F5227,C5227,2025-03-13,244.24,Cobrado
F5228,C5228,2025-03-28,348.98,Pendiente
F5229,C5229,2025-03-11,90.14,Pendiente
F5230,C5230,2025-04-05,274.17,Pendiente
F5231,C5231,2025-03-29,109.75,Cobrado
F5232,C5232,2025-03-28,147.65,Pendiente
F5233,C5233,2025-03-07,180.96,Cobrado
F5234,C5234,2025-03-23,224.21,Cobrado
F5235,C5235,2025-04-02,462.67,Cobrado
F5236,C5236,2025-03-07,215.28,Cobrado
F5237,C5237,2025-03-27,215.0,Cobrado
F5238,C5238,2025-03-28,421.44,Pendiente
F5239,C5239,2025-03-09,117.51,Pendiente
F5240,C5240,2025-03-14,328.52,Cobrado
F5241,C5241,2025-03-23,268.27,Pendiente
F5242,C5242,2025-03-16,396.76,Pendiente
F5243,C5243,2025-03-07,109.48,Pendiente
F5244,C5244,2025-04-05,98.97,Pendiente
F5245,C5245,2025-03-06,317.2,Pendiente
F5246,C5246,2025-03-17,273.29,Pendiente
F5247,C5247,2025-03-31,336.88,Pendiente
F5248,C5248,2025-04-02,251.55,Cobrado
F5249,C5249,2025-03-30,221.75,Cobrado
F5250,C5250,2025-03-15,91.84,Pendiente
F5251,C5251,2025-03-07,243.26,Cobrado
F5252,C5252,2025-03-18,253.86,Cobrado
F5253,C5253,2025-03-15,335.86,Cobrado
F5254,C5254,2025-03-17,439.78,Cobrado
F5255,C5255,2025-03-10,56.56,Cobrado
F5256,C5256,2025-03-29,91.55,Pendiente
F5257,C5257,2025-03-08,424.64,Pendiente
F5258,C5258,2025-03-21,453.44,Pendiente
F5259,C5259,2025-03-16,102.76,Cobrado
F5260,C5260,2025-03-05,292.73,Pendiente
F5261,C5261,2025-04-02,310.99,Pendiente
F5262,C5262,2025-03-24,104.07,Pendiente
F5263,C5263,2025-03-30,190.61,Pendiente
F5264,C5264,2025-03-28,309.45,Cobrado
F5265,C5265,2025-04-05,345.54,Cobrado
F5266,C5266,2025-03-17,389.08,Pendiente
F5267,C5267,2025-03-19,68.03,Pendiente
F5268,C5268,2025-03-10,78.33,Cobrado
F5269,C5269,2025-03-09,189.49,Pendiente
F5270,C5270,2025-04-01,346.14,Pendiente
F5271,C5271,2025-03-15,251.71,Pendiente
F5272,C5272,2025-03-11,58.42,Pendiente
F5273,C5273,2025-03-06,406.93,Cobrado
F5274,C5274,2025-03-30,205.23,Cobrado
F5275,C5275,2025-03-08,80.82,Pendiente
F5276,C5276,2025-03-19,302.71,Cobrado
F5277,C5277,2025-03-12,446.95,Pendiente
F5278,C5278,2025-03-14,363.71,Pendiente
F5279,C5279,2025-03-25,363.02,Cobrado
F5280,C5280,2025-03-26,75.03,Pendiente
F5281,C5281,2025-03-22,345.67,Pendiente
F5282,C5282,2025-03-18,355.44,Pendiente
F5283,C5283,2025-03-08,436.36,Cobrado
F5284,C5284,2025-04-03,176.24,Pendiente
F5285,C5285,2025-04-02,59.68,Pendiente
F5286,C5286,2025-03-06,205.04,Pendiente
F5287,C5287,2025-03-19,122.78,Cobrado
F5288,C5288,2025-03-05,430.0,Cobrado
F5289,C5289,2025-03-31,98.73,Cobrado
F5290,C5290,2025-03-15,297.25,Cobrado
F5291,C5291,2025-03-22,227.84,Pendiente
F5292,C5292,2025-03-30,149.83,Pendiente
F5293,C5293,2025-03-27,460.6,Pendiente
F5294,C5294,2025-03-13,457.39,Pendiente
F5295,C5295,2025-03-12,394.51,Cobrado
F5296,C5296,2025-03-11,471.3,Cobrado
F5297,C5297,2025-03-08,458.89,Pendiente
F5298,C5298,2025-04-03,315.07,Pendiente
F5299,C5299,2025-03-24,479.65,Pendiente
F5300,C5300,2025-03-12,277.06,Pendiente
F5301,C5301,2025-03-25,488.18,Pendiente
F5302,C5302,2025-04-05,426.41,Cobrado
F5303,C5303,2025-03-24,229.98,Cobrado
