ordernumber,orderlinenumber,shippeddate,requireddate,customernumber,employeenumber,productcode,status,comments,quantityordered,priceeach,sales_amount,days_to_ship,days_required,total_sales_line
10246,9,2004-05-06,2004-05-13,141,1370,S18_3232,Shipped,,36,145.63,5242.68,1.0,8,5242.68
10246,10,2004-05-06,2004-05-13,141,1370,S24_2300,Shipped,,29,118.84,3446.36,1.0,8,3446.36
10246,11,2004-05-06,2004-05-13,141,1370,S18_2432,Shipped,,30,57.73,1731.8999999999999,1.0,8,1731.8999999999999
10247,1,2004-05-08,2004-05-11,334,1501,S12_3891,Shipped,,27,167.83,4531.410000000001,3.0,6,4531.410000000001
10247,2,2004-05-08,2004-05-11,334,1501,S12_1108,Shipped,,44,195.33,8594.52,3.0,6,8594.52
10247,3,2004-05-08,2004-05-11,334,1501,S12_3148,Shipped,,25,140.5,3512.5,3.0,6,3512.5
10247,4,2004-05-08,2004-05-11,334,1501,S50_1514,Shipped,,49,51.55,2525.95,3.0,6,2525.95
10247,5,2004-05-08,2004-05-11,334,1501,S18_4027,Shipped,,48,143.62,6893.76,3.0,6,6893.76
10247,6,2004-05-08,2004-05-11,334,1501,S32_3207,Shipped,,40,58.41,2336.3999999999996,3.0,6,2336.3999999999996
10248,1,,2004-05-14,131,1323,S18_3029,Cancelled,Order was mistakenly placed. The warehouse noticed the lack of documentation.,21,80.86,1698.06,,7,1698.06
10248,2,,2004-05-14,131,1323,S24_3816,Cancelled,Order was mistakenly placed. The warehouse noticed the lack of documentation.,23,83.02,1909.4599999999998,,7,1909.4599999999998
10248,3,,2004-05-14,131,1323,S10_4757,Cancelled,Order was mistakenly placed. The warehouse noticed the lack of documentation.,20,126.48,2529.6,,7,2529.6
10248,4,,2004-05-14,131,1323,S700_2610,Cancelled,Order was mistakenly placed. The warehouse noticed the lack of documentation.,32,69.39,2220.48,,7,2220.48
10248,5,,2004-05-14,131,1323,S24_3151,Cancelled,Order was mistakenly placed. The warehouse noticed the lack of documentation.,30,85.85,2575.5,,7,2575.5
10248,6,,2004-05-14,131,1323,S700_1138,Cancelled,Order was mistakenly placed. The warehouse noticed the lack of documentation.,36,66.0,2376.0,,7,2376.0
10248,7,,2004-05-14,131,1323,S700_3505,Cancelled,Order was mistakenly placed. The warehouse noticed the lack of documentation.,30,84.14,2524.2,,7,2524.2
10248,8,,2004-05-14,131,1323,S700_3962,Cancelled,Order was mistakenly placed. The warehouse noticed the lack of documentation.,35,92.36,3232.6,,7,3232.6
10248,9,,2004-05-14,131,1323,S72_3212,Cancelled,Order was mistakenly placed. The warehouse noticed the lack of documentation.,23,53.51,1230.73,,7,1230.73
10248,10,,2004-05-14,131,1323,S24_2011,Cancelled,Order was mistakenly placed. The warehouse noticed the lack of documentation.,48,122.89,5898.72,,7,5898.72
10248,11,,2004-05-14,131,1323,S18_4522,Cancelled,Order was mistakenly placed. The warehouse noticed the lack of documentation.,42,87.77,3686.3399999999997,,7,3686.3399999999997
10248,12,,2004-05-14,131,1323,S18_3140,Cancelled,Order was mistakenly placed. The warehouse noticed the lack of documentation.,32,133.86,4283.52,,7,4283.52
10248,13,,2004-05-14,131,1323,S700_1938,Cancelled,Order was mistakenly placed. The warehouse noticed the lack of documentation.,40,81.41,3256.3999999999996,,7,3256.3999999999996
10248,14,,2004-05-14,131,1323,S18_3259,Cancelled,Order was mistakenly placed. The warehouse noticed the lack of documentation.,42,95.8,4023.6,,7,4023.6
10249,1,2004-05-11,2004-05-17,173,1188,S24_2841,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,20,54.81,1096.2,3.0,9,1096.2
10249,2,2004-05-11,2004-05-17,173,1188,S24_3420,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,25,65.75,1643.75,3.0,9,1643.75
10249,3,2004-05-11,2004-05-17,173,1188,S72_1253,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,32,49.16,1573.12,3.0,9,1573.12
10249,4,2004-05-11,2004-05-17,173,1188,S700_2047,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,40,85.99,3439.6,3.0,9,3439.6
10249,5,2004-05-11,2004-05-17,173,1188,S18_3856,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,46,88.93,4090.78,3.0,9,4090.78
10250,1,2004-05-15,2004-05-19,450,1165,S24_2000,Shipped,,32,63.22,2023.04,4.0,8,2023.04
10250,2,2004-05-15,2004-05-19,450,1165,S32_1374,Shipped,,31,99.89,3096.59,4.0,8,3096.59
10250,3,2004-05-15,2004-05-19,450,1165,S700_2834,Shipped,,44,98.48,4333.12,4.0,8,4333.12
10250,4,2004-05-15,2004-05-19,450,1165,S18_2581,Shipped,,27,84.48,2280.96,4.0,8,2280.96
10250,5,2004-05-15,2004-05-19,450,1165,S24_4278,Shipped,,37,72.45,2680.65,4.0,8,2680.65
10250,6,2004-05-15,2004-05-19,450,1165,S24_1785,Shipped,,31,95.2,2951.2000000000003,4.0,8,2951.2000000000003
10250,7,2004-05-15,2004-05-19,450,1165,S32_4289,Shipped,,50,62.6,3130.0,4.0,8,3130.0
10250,8,2004-05-15,2004-05-19,450,1165,S50_1341,Shipped,,36,36.66,1319.7599999999998,4.0,8,1319.7599999999998
10250,9,2004-05-15,2004-05-19,450,1165,S700_1691,Shipped,,31,91.34,2831.54,4.0,8,2831.54
10250,10,2004-05-15,2004-05-19,450,1165,S700_3167,Shipped,,44,76.0,3344.0,4.0,8,3344.0
10250,11,2004-05-15,2004-05-19,450,1165,S700_2466,Shipped,,35,90.75,3176.25,4.0,8,3176.25
10250,12,2004-05-15,2004-05-19,450,1165,S700_4002,Shipped,,38,65.89,2503.82,4.0,8,2503.82
10250,13,2004-05-15,2004-05-19,450,1165,S24_3949,Shipped,,40,61.42,2456.8,4.0,8,2456.8
10250,14,2004-05-15,2004-05-19,450,1165,S18_1662,Shipped,,45,148.23,6670.349999999999,4.0,8,6670.349999999999
10251,1,2004-05-24,2004-05-24,328,1323,S12_2823,Shipped,,46,129.53,5958.38,6.0,6,5958.38
10251,2,2004-05-24,2004-05-24,328,1323,S10_1678,Shipped,,59,93.79,5533.610000000001,6.0,6,5533.610000000001
10251,3,2004-05-24,2004-05-24,328,1323,S24_1578,Shipped,,50,91.29,4564.5,6.0,6,4564.5
10251,4,2004-05-24,2004-05-24,328,1323,S10_4698,Shipped,,43,172.36,7411.4800000000005,6.0,6,7411.4800000000005
10251,5,2004-05-24,2004-05-24,328,1323,S10_2016,Shipped,,44,115.37,5076.280000000001,6.0,6,5076.280000000001
10251,6,2004-05-24,2004-05-24,328,1323,S18_2625,Shipped,,44,58.15,2558.6,6.0,6,2558.6
10252,1,2004-05-29,2004-06-04,406,1337,S18_3482,Shipped,,41,145.52,5966.320000000001,3.0,9,5966.320000000001
10252,2,2004-05-29,2004-06-04,406,1337,S18_3278,Shipped,,20,74.78,1495.6,3.0,9,1495.6
10252,3,2004-05-29,2004-06-04,406,1337,S24_4620,Shipped,,38,69.52,2641.7599999999998,3.0,9,2641.7599999999998
10252,4,2004-05-29,2004-06-04,406,1337,S18_4721,Shipped,,26,127.97,3327.22,3.0,9,3327.22
10252,5,2004-05-29,2004-06-04,406,1337,S18_3782,Shipped,,31,50.36,1561.16,3.0,9,1561.16
10252,6,2004-05-29,2004-06-04,406,1337,S32_2206,Shipped,,36,36.21,1303.56,3.0,9,1303.56
10252,7,2004-05-29,2004-06-04,406,1337,S50_4713,Shipped,,48,72.41,3475.68,3.0,9,3475.68
10252,8,2004-05-29,2004-06-04,406,1337,S24_2360,Shipped,,47,63.03,2962.41,3.0,9,2962.41
10252,9,2004-05-29,2004-06-04,406,1337,S32_4485,Shipped,,25,93.89,2347.25,3.0,9,2347.25
10253,1,2004-06-02,2004-06-09,201,1501,S18_1589,Cancelled,"Customer disputed the order and we agreed to cancel it. We must be more cautions with this customer going forward, since they are very hard to please. We must cover the shipping fees.",24,103.29,2478.96,1.0,8,2478.96
10253,2,2004-06-02,2004-06-09,201,1501,S18_2870,Cancelled,"Customer disputed the order and we agreed to cancel it. We must be more cautions with this customer going forward, since they are very hard to please. We must cover the shipping fees.",37,114.84,4249.08,1.0,8,4249.08
10253,3,2004-06-02,2004-06-09,201,1501,S18_3685,Cancelled,"Customer disputed the order and we agreed to cancel it. We must be more cautions with this customer going forward, since they are very hard to please. We must cover the shipping fees.",31,139.87,4335.97,1.0,8,4335.97
10253,4,2004-06-02,2004-06-09,201,1501,S18_1984,Cancelled,"Customer disputed the order and we agreed to cancel it. We must be more cautions with this customer going forward, since they are very hard to please. We must cover the shipping fees.",33,130.87,4318.71,1.0,8,4318.71
10253,5,2004-06-02,2004-06-09,201,1501,S18_1129,Cancelled,"Customer disputed the order and we agreed to cancel it. We must be more cautions with this customer going forward, since they are very hard to please. We must cover the shipping fees.",26,130.22,3385.72,1.0,8,3385.72
10253,6,2004-06-02,2004-06-09,201,1501,S18_3232,Cancelled,"Customer disputed the order and we agreed to cancel it. We must be more cautions with this customer going forward, since they are very hard to please. We must cover the shipping fees.",40,145.63,5825.2,1.0,8,5825.2
10253,7,2004-06-02,2004-06-09,201,1501,S24_2972,Cancelled,"Customer disputed the order and we agreed to cancel it. We must be more cautions with this customer going forward, since they are very hard to please. We must cover the shipping fees.",40,34.74,1389.6000000000001,1.0,8,1389.6000000000001
10253,8,2004-06-02,2004-06-09,201,1501,S24_3856,Cancelled,"Customer disputed the order and we agreed to cancel it. We must be more cautions with this customer going forward, since they are very hard to please. We must cover the shipping fees.",39,115.15,4490.85,1.0,8,4490.85
10253,9,2004-06-02,2004-06-09,201,1501,S18_1889,Cancelled,"Customer disputed the order and we agreed to cancel it. We must be more cautions with this customer going forward, since they are very hard to please. We must cover the shipping fees.",23,67.76,1558.48,1.0,8,1558.48
10253,10,2004-06-02,2004-06-09,201,1501,S12_4675,Cancelled,"Customer disputed the order and we agreed to cancel it. We must be more cautions with this customer going forward, since they are very hard to please. We must cover the shipping fees.",41,109.4,4485.400000000001,1.0,8,4485.400000000001
10253,11,2004-06-02,2004-06-09,201,1501,S12_3380,Cancelled,"Customer disputed the order and we agreed to cancel it. We must be more cautions with this customer going forward, since they are very hard to please. We must cover the shipping fees.",22,102.17,2247.7400000000002,1.0,8,2247.7400000000002
10253,12,2004-06-02,2004-06-09,201,1501,S24_3371,Cancelled,"Customer disputed the order and we agreed to cancel it. We must be more cautions with this customer going forward, since they are very hard to please. We must cover the shipping fees.",24,50.82,1219.68,1.0,8,1219.68
10253,13,2004-06-02,2004-06-09,201,1501,S12_1099,Cancelled,"Customer disputed the order and we agreed to cancel it. We must be more cautions with this customer going forward, since they are very hard to please. We must cover the shipping fees.",24,157.6,3782.3999999999996,1.0,8,3782.3999999999996
10253,14,2004-06-02,2004-06-09,201,1501,S12_3990,Cancelled,"Customer disputed the order and we agreed to cancel it. We must be more cautions with this customer going forward, since they are very hard to please. We must cover the shipping fees.",25,67.03,1675.75,1.0,8,1675.75
10254,1,2004-06-04,2004-06-13,323,1612,S24_1937,Shipped,Customer requested that DHL is used for this shipping,38,28.88,1097.44,1.0,10,1097.44
10254,2,2004-06-04,2004-06-13,323,1612,S18_2325,Shipped,Customer requested that DHL is used for this shipping,41,102.98,4222.18,1.0,10,4222.18
10254,3,2004-06-04,2004-06-13,323,1612,S24_3969,Shipped,Customer requested that DHL is used for this shipping,20,39.8,796.0,1.0,10,796.0
10254,4,2004-06-04,2004-06-13,323,1612,S18_2248,Shipped,Customer requested that DHL is used for this shipping,36,55.09,1983.2400000000002,1.0,10,1983.2400000000002
10254,5,2004-06-04,2004-06-13,323,1612,S18_1749,Shipped,Customer requested that DHL is used for this shipping,49,137.7,6747.299999999999,1.0,10,6747.299999999999
10254,6,2004-06-04,2004-06-13,323,1612,S18_4409,Shipped,Customer requested that DHL is used for this shipping,34,80.99,2753.66,1.0,10,2753.66
10254,7,2004-06-04,2004-06-13,323,1612,S18_4933,Shipped,Customer requested that DHL is used for this shipping,30,59.87,1796.1,1.0,10,1796.1
10254,8,2004-06-04,2004-06-13,323,1612,S24_2887,Shipped,Customer requested that DHL is used for this shipping,33,111.57,3681.81,1.0,10,3681.81
10254,9,2004-06-04,2004-06-13,323,1612,S24_2766,Shipped,Customer requested that DHL is used for this shipping,31,85.42,2648.02,1.0,10,2648.02
10254,10,2004-06-04,2004-06-13,323,1612,S24_3191,Shipped,Customer requested that DHL is used for this shipping,42,69.34,2912.28,1.0,10,2912.28
10254,11,2004-06-04,2004-06-13,323,1612,S24_1046,Shipped,Customer requested that DHL is used for this shipping,34,66.88,2273.92,1.0,10,2273.92
10254,12,2004-06-04,2004-06-13,323,1612,S24_3432,Shipped,Customer requested that DHL is used for this shipping,49,101.73,4984.77,1.0,10,4984.77
10254,13,2004-06-04,2004-06-13,323,1612,S24_1628,Shipped,Customer requested that DHL is used for this shipping,32,43.27,1384.64,1.0,10,1384.64
10255,1,2004-06-09,2004-06-12,209,1370,S18_2795,Shipped,,24,135.0,3240.0,5.0,8,3240.0
10255,2,2004-06-09,2004-06-12,209,1370,S24_2022,Shipped,,37,37.63,1392.3100000000002,5.0,8,1392.3100000000002
10256,1,2004-06-10,2004-06-16,145,1401,S18_1367,Shipped,,29,52.83,1532.07,2.0,8,1532.07
10256,2,2004-06-10,2004-06-16,145,1401,S18_1342,Shipped,,34,93.49,3178.66,2.0,8,3178.66
10257,1,2004-06-15,2004-06-24,450,1165,S18_2949,Shipped,,50,92.19,4609.5,1.0,10,4609.5
10257,2,2004-06-15,2004-06-24,450,1165,S18_3136,Shipped,,37,83.78,3099.86,1.0,10,3099.86
10257,3,2004-06-15,2004-06-24,450,1165,S18_2957,Shipped,,49,59.34,2907.6600000000003,1.0,10,2907.6600000000003
10257,4,2004-06-15,2004-06-24,450,1165,S24_4258,Shipped,,46,81.81,3763.26,1.0,10,3763.26
10257,5,2004-06-15,2004-06-24,450,1165,S18_3320,Shipped,,26,91.27,2373.02,1.0,10,2373.02
10259,1,2004-06-17,2004-06-22,166,1612,S24_1444,Shipped,,28,46.82,1310.96,2.0,7,1310.96
10259,2,2004-06-17,2004-06-22,166,1612,S50_1392,Shipped,,29,105.33,3054.57,2.0,7,3054.57
10259,3,2004-06-17,2004-06-22,166,1612,S18_2238,Shipped,,30,134.26,4027.7999999999997,2.0,7,4027.7999999999997
10259,4,2004-06-17,2004-06-22,166,1612,S12_4473,Shipped,,46,117.32,5396.719999999999,2.0,7,5396.719999999999
10259,5,2004-06-17,2004-06-22,166,1612,S24_2840,Shipped,,31,31.47,975.5699999999999,2.0,7,975.5699999999999
10259,6,2004-06-17,2004-06-22,166,1612,S32_2509,Shipped,,40,45.99,1839.6000000000001,2.0,7,1839.6000000000001
10259,7,2004-06-17,2004-06-22,166,1612,S18_2319,Shipped,,34,120.28,4089.52,2.0,7,4089.52
10259,8,2004-06-17,2004-06-22,166,1612,S18_3232,Shipped,,27,152.41,4115.07,2.0,7,4115.07
10259,9,2004-06-17,2004-06-22,166,1612,S24_2300,Shipped,,47,121.4,5705.8,2.0,7,5705.8
10259,10,2004-06-17,2004-06-22,166,1612,S18_2432,Shipped,,30,59.55,1786.5,2.0,7,1786.5
10259,11,2004-06-17,2004-06-22,166,1612,S32_1268,Shipped,,45,95.35,4290.75,2.0,7,4290.75
10259,12,2004-06-17,2004-06-22,166,1612,S10_4962,Shipped,,26,121.15,3149.9,2.0,7,3149.9
10259,13,2004-06-17,2004-06-22,166,1612,S18_4600,Shipped,,41,107.76,4418.16,2.0,7,4418.16
10260,1,,2004-06-22,357,1612,S18_3140,Cancelled,Customer heard complaints from their customers and called to cancel this order. Will notify the Sales Manager.,32,121.57,3890.24,,6,3890.24
10260,2,,2004-06-22,357,1612,S700_1938,Cancelled,Customer heard complaints from their customers and called to cancel this order. Will notify the Sales Manager.,33,80.55,2658.15,,6,2658.15
10260,3,,2004-06-22,357,1612,S18_3259,Cancelled,Customer heard complaints from their customers and called to cancel this order. Will notify the Sales Manager.,29,92.77,2690.33,,6,2690.33
10260,4,,2004-06-22,357,1612,S12_3891,Cancelled,Customer heard complaints from their customers and called to cancel this order. Will notify the Sales Manager.,44,169.56,7460.64,,6,7460.64
10260,5,,2004-06-22,357,1612,S12_1108,Cancelled,Customer heard complaints from their customers and called to cancel this order. Will notify the Sales Manager.,46,180.79,8316.34,,6,8316.34
10260,6,,2004-06-22,357,1612,S12_3148,Cancelled,Customer heard complaints from their customers and called to cancel this order. Will notify the Sales Manager.,30,140.5,4215.0,,6,4215.0
10260,7,,2004-06-22,357,1612,S50_1514,Cancelled,Customer heard complaints from their customers and called to cancel this order. Will notify the Sales Manager.,21,56.24,1181.04,,6,1181.04
10260,8,,2004-06-22,357,1612,S18_4027,Cancelled,Customer heard complaints from their customers and called to cancel this order. Will notify the Sales Manager.,23,137.88,3171.24,,6,3171.24
10260,9,,2004-06-22,357,1612,S32_3207,Cancelled,Customer heard complaints from their customers and called to cancel this order. Will notify the Sales Manager.,27,55.3,1493.1,,6,1493.1
10260,10,,2004-06-22,357,1612,S24_4048,Cancelled,Customer heard complaints from their customers and called to cancel this order. Will notify the Sales Manager.,23,117.1,2693.2999999999997,,6,2693.2999999999997
10261,1,2004-06-22,2004-06-25,233,1286,S10_4757,Shipped,,27,116.96,3157.9199999999996,5.0,8,3157.9199999999996
10261,2,2004-06-22,2004-06-25,233,1286,S700_2610,Shipped,,44,58.55,2576.2,5.0,8,2576.2
10261,3,2004-06-22,2004-06-25,233,1286,S24_3151,Shipped,,22,79.66,1752.52,5.0,8,1752.52
10261,4,2004-06-22,2004-06-25,233,1286,S700_1138,Shipped,,34,64.0,2176.0,5.0,8,2176.0
10261,5,2004-06-22,2004-06-25,233,1286,S700_3505,Shipped,,25,89.15,2228.75,5.0,8,2228.75
10261,6,2004-06-22,2004-06-25,233,1286,S700_3962,Shipped,,50,88.39,4419.5,5.0,8,4419.5
10261,7,2004-06-22,2004-06-25,233,1286,S72_3212,Shipped,,29,43.68,1266.72,5.0,8,1266.72
10261,8,2004-06-22,2004-06-25,233,1286,S24_2011,Shipped,,36,105.69,3804.84,5.0,8,3804.84
10261,9,2004-06-22,2004-06-25,233,1286,S18_4522,Shipped,,20,80.75,1615.0,5.0,8,1615.0
10262,1,,2004-07-01,141,1370,S24_1785,Cancelled,This customer found a better offer from one of our competitors. Will call back to renegotiate.,34,98.48,3348.32,,7,3348.32
10262,2,,2004-07-01,141,1370,S32_4289,Cancelled,This customer found a better offer from one of our competitors. Will call back to renegotiate.,40,63.97,2558.8,,7,2558.8
10262,3,,2004-07-01,141,1370,S50_1341,Cancelled,This customer found a better offer from one of our competitors. Will call back to renegotiate.,49,35.78,1753.22,,7,1753.22
10262,4,,2004-07-01,141,1370,S700_1691,Cancelled,This customer found a better offer from one of our competitors. Will call back to renegotiate.,40,87.69,3507.6,,7,3507.6
10262,5,,2004-07-01,141,1370,S700_3167,Cancelled,This customer found a better offer from one of our competitors. Will call back to renegotiate.,27,64.8,1749.6,,7,1749.6
10262,6,,2004-07-01,141,1370,S700_2466,Cancelled,This customer found a better offer from one of our competitors. Will call back to renegotiate.,33,81.77,2698.41,,7,2698.41
10262,7,,2004-07-01,141,1370,S700_4002,Cancelled,This customer found a better offer from one of our competitors. Will call back to renegotiate.,35,64.41,2254.35,,7,2254.35
10262,8,,2004-07-01,141,1370,S24_3949,Cancelled,This customer found a better offer from one of our competitors. Will call back to renegotiate.,48,58.69,2817.12,,7,2817.12
10262,9,,2004-07-01,141,1370,S18_1662,Cancelled,This customer found a better offer from one of our competitors. Will call back to renegotiate.,49,157.69,7726.8099999999995,,7,7726.8099999999995
10262,10,,2004-07-01,141,1370,S24_2841,Cancelled,This customer found a better offer from one of our competitors. Will call back to renegotiate.,24,63.71,1529.04,,7,1529.04
10262,11,,2004-07-01,141,1370,S24_3420,Cancelled,This customer found a better offer from one of our competitors. Will call back to renegotiate.,46,65.75,3024.5,,7,3024.5
10262,12,,2004-07-01,141,1370,S72_1253,Cancelled,This customer found a better offer from one of our competitors. Will call back to renegotiate.,21,41.71,875.91,,7,875.91
10262,13,,2004-07-01,141,1370,S700_2047,Cancelled,This customer found a better offer from one of our competitors. Will call back to renegotiate.,44,83.28,3664.32,,7,3664.32
10262,14,,2004-07-01,141,1370,S18_3856,Cancelled,This customer found a better offer from one of our competitors. Will call back to renegotiate.,34,85.75,2915.5,,7,2915.5
10262,15,,2004-07-01,141,1370,S18_3029,Cancelled,This customer found a better offer from one of our competitors. Will call back to renegotiate.,32,81.72,2615.04,,7,2615.04
10262,16,,2004-07-01,141,1370,S24_3816,Cancelled,This customer found a better offer from one of our competitors. Will call back to renegotiate.,49,82.18,4026.82,,7,4026.82
10263,1,2004-07-02,2004-07-04,175,1323,S12_2823,Shipped,,48,123.51,5928.4800000000005,4.0,6,5928.4800000000005
10263,2,2004-07-02,2004-07-04,175,1323,S10_1678,Shipped,,34,89.0,3026.0,4.0,6,3026.0
10263,3,2004-07-02,2004-07-04,175,1323,S24_1578,Shipped,,42,109.32,4591.44,4.0,6,4591.44
10263,4,2004-07-02,2004-07-04,175,1323,S10_4698,Shipped,,41,193.66,7940.0599999999995,4.0,6,7940.0599999999995
10263,5,2004-07-02,2004-07-04,175,1323,S10_2016,Shipped,,40,107.05,4282.0,4.0,6,4282.0
10263,6,2004-07-02,2004-07-04,175,1323,S18_2625,Shipped,,34,50.27,1709.18,4.0,6,1709.18
10263,7,2004-07-02,2004-07-04,175,1323,S24_2000,Shipped,,37,67.03,2480.11,4.0,6,2480.11
10263,8,2004-07-02,2004-07-04,175,1323,S32_1374,Shipped,,31,93.9,2910.9,4.0,6,2910.9
10263,9,2004-07-02,2004-07-04,175,1323,S700_2834,Shipped,,47,117.46,5520.62,4.0,6,5520.62
10263,10,2004-07-02,2004-07-04,175,1323,S18_2581,Shipped,,33,67.58,2230.14,4.0,6,2230.14
10263,11,2004-07-02,2004-07-04,175,1323,S24_4278,Shipped,,24,59.41,1425.84,4.0,6,1425.84
10264,1,2004-07-01,2004-07-06,362,1216,S24_4620,Shipped,Customer will send a truck to our local warehouse on 7/1/2004,47,75.18,3533.4600000000005,1.0,6,3533.4600000000005
10264,2,2004-07-01,2004-07-06,362,1216,S18_4721,Shipped,Customer will send a truck to our local warehouse on 7/1/2004,20,124.99,2499.7999999999997,1.0,6,2499.7999999999997
10264,3,2004-07-01,2004-07-06,362,1216,S18_3782,Shipped,Customer will send a truck to our local warehouse on 7/1/2004,48,58.44,2805.12,1.0,6,2805.12
10264,4,2004-07-01,2004-07-06,362,1216,S32_2206,Shipped,Customer will send a truck to our local warehouse on 7/1/2004,20,39.02,780.4000000000001,1.0,6,780.4000000000001
10264,5,2004-07-01,2004-07-06,362,1216,S50_4713,Shipped,Customer will send a truck to our local warehouse on 7/1/2004,47,67.53,3173.91,1.0,6,3173.91
10264,6,2004-07-01,2004-07-06,362,1216,S24_2360,Shipped,Customer will send a truck to our local warehouse on 7/1/2004,37,61.64,2280.68,1.0,6,2280.68
10264,7,2004-07-01,2004-07-06,362,1216,S32_4485,Shipped,Customer will send a truck to our local warehouse on 7/1/2004,34,100.01,3400.34,1.0,6,3400.34
10265,1,2004-07-07,2004-07-09,471,1611,S18_3482,Shipped,,49,123.47,6050.03,5.0,7,6050.03
10265,2,2004-07-07,2004-07-09,471,1611,S18_3278,Shipped,,45,74.78,3365.1,5.0,7,3365.1
10266,1,2004-07-10,2004-07-14,386,1401,S24_1628,Shipped,,28,40.25,1127.0,4.0,8,1127.0
10266,2,2004-07-10,2004-07-14,386,1401,S18_1589,Shipped,,36,99.55,3583.7999999999997,4.0,8,3583.7999999999997
10266,3,2004-07-10,2004-07-14,386,1401,S18_2870,Shipped,,20,113.52,2270.4,4.0,8,2270.4
10266,4,2004-07-10,2004-07-14,386,1401,S18_3685,Shipped,,33,127.15,4195.95,4.0,8,4195.95
10266,5,2004-07-10,2004-07-14,386,1401,S18_1984,Shipped,,49,139.41,6831.09,4.0,8,6831.09
10266,6,2004-07-10,2004-07-14,386,1401,S18_1129,Shipped,,21,131.63,2764.23,4.0,8,2764.23
10266,7,2004-07-10,2004-07-14,386,1401,S18_3232,Shipped,,29,137.17,3977.93,4.0,8,3977.93
10266,8,2004-07-10,2004-07-14,386,1401,S24_2972,Shipped,,34,35.12,1194.08,4.0,8,1194.08
10266,9,2004-07-10,2004-07-14,386,1401,S24_3856,Shipped,,24,119.37,2864.88,4.0,8,2864.88
10266,10,2004-07-10,2004-07-14,386,1401,S18_1889,Shipped,,33,77.0,2541.0,4.0,8,2541.0
10266,11,2004-07-10,2004-07-14,386,1401,S12_4675,Shipped,,40,112.86,4514.4,4.0,8,4514.4
10266,12,2004-07-10,2004-07-14,386,1401,S12_3380,Shipped,,22,110.39,2428.58,4.0,8,2428.58
10266,13,2004-07-10,2004-07-14,386,1401,S24_3371,Shipped,,47,56.33,2647.5099999999998,4.0,8,2647.5099999999998
10266,14,2004-07-10,2004-07-14,386,1401,S12_1099,Shipped,,44,188.73,8304.119999999999,4.0,8,8304.119999999999
10266,15,2004-07-10,2004-07-14,386,1401,S12_3990,Shipped,,35,67.83,2374.0499999999997,4.0,8,2374.0499999999997
10267,1,2004-07-09,2004-07-17,151,1286,S18_4933,Shipped,,36,71.27,2565.72,2.0,10,2565.72
10267,2,2004-07-09,2004-07-17,151,1286,S24_2887,Shipped,,43,93.95,4039.85,2.0,10,4039.85
10267,3,2004-07-09,2004-07-17,151,1286,S24_2766,Shipped,,38,76.33,2900.54,2.0,10,2900.54
10267,4,2004-07-09,2004-07-17,151,1286,S24_3191,Shipped,,44,83.9,3691.6000000000004,2.0,10,3691.6000000000004
10267,5,2004-07-09,2004-07-17,151,1286,S24_1046,Shipped,,40,72.02,2880.7999999999997,2.0,10,2880.7999999999997
10267,6,2004-07-09,2004-07-17,151,1286,S24_3432,Shipped,,43,98.51,4235.93,2.0,10,4235.93
10268,1,2004-07-14,2004-07-18,412,1612,S18_3320,Shipped,,39,96.23,3752.9700000000003,2.0,6,3752.9700000000003
10268,2,2004-07-14,2004-07-18,412,1612,S18_1367,Shipped,,26,45.82,1191.32,2.0,6,1191.32
10268,3,2004-07-14,2004-07-18,412,1612,S18_1342,Shipped,,49,93.49,4581.009999999999,2.0,6,4581.009999999999
10268,4,2004-07-14,2004-07-18,412,1612,S18_2795,Shipped,,35,148.5,5197.5,2.0,6,5197.5
10268,5,2004-07-14,2004-07-18,412,1612,S24_2022,Shipped,,40,36.29,1451.6,2.0,6,1451.6
10268,6,2004-07-14,2004-07-18,412,1612,S24_1937,Shipped,,33,31.86,1051.3799999999999,2.0,6,1051.3799999999999
10268,7,2004-07-14,2004-07-18,412,1612,S18_2325,Shipped,,50,124.59,6229.5,2.0,6,6229.5
10268,8,2004-07-14,2004-07-18,412,1612,S24_3969,Shipped,,30,37.75,1132.5,2.0,6,1132.5
10268,9,2004-07-14,2004-07-18,412,1612,S18_2248,Shipped,,31,60.54,1876.74,2.0,6,1876.74
10268,10,2004-07-14,2004-07-18,412,1612,S18_1749,Shipped,,34,164.9,5606.6,2.0,6,5606.6
10268,11,2004-07-14,2004-07-18,412,1612,S18_4409,Shipped,,35,84.67,2963.4500000000003,2.0,6,2963.4500000000003
10269,1,2004-07-18,2004-07-22,382,1401,S18_2957,Shipped,,32,57.46,1838.72,2.0,6,1838.72
10269,2,2004-07-18,2004-07-22,382,1401,S24_4258,Shipped,,48,95.44,4581.12,2.0,6,4581.12
10270,1,2004-07-24,2004-07-27,282,1611,S32_1268,Shipped,Can we renegotiate this one?,32,93.42,2989.44,5.0,8,2989.44
10270,2,2004-07-24,2004-07-27,282,1611,S10_4962,Shipped,Can we renegotiate this one?,32,124.1,3971.2,5.0,8,3971.2
