,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
3902112,2008,7,24,4,1943.0,1930,2218.0,2103,US,777,N712US,155.0,93.0,54.0,75.0,13.0,PHL,BOS,280,5.0,96.0,0,,0,0.0,0.0,75.0,0.0,0.0
3066199,2008,6,23,1,1141.0,1140,1239.0,1230,WN,201,N649SW,58.0,50.0,40.0,9.0,1.0,TPA,JAX,180,6.0,12.0,0,,0,,,,,
2824968,2008,5,7,3,2218.0,2229,2321.0,2327,NW,674,N8945E,63.0,58.0,36.0,-6.0,-11.0,DTW,TVC,207,4.0,23.0,0,,0,,,,,
3535739,2008,6,26,4,1358.0,1348,1707.0,1707,AS,76,N593AS,129.0,139.0,109.0,0.0,10.0,JNU,SEA,909,7.0,13.0,0,,0,,,,,
2650630,2008,5,5,1,652.0,700,757.0,810,US,2116,N754UW,65.0,70.0,40.0,-13.0,-8.0,LGA,BOS,185,5.0,20.0,0,,0,,,,,
6786068,2008,12,18,4,1830.0,1755,2020.0,1951,F9,811,N939FR,170.0,176.0,151.0,29.0,35.0,DEN,SEA,1024,7.0,12.0,0,,0,16.0,0.0,13.0,0.0,0.0
5745901,2008,10,14,2,839.0,845,1044.0,1040,MQ,3459,N902MQ,125.0,115.0,96.0,4.0,-6.0,DFW,VPS,626,8.0,21.0,0,,0,,,,,
6266465,2008,11,20,4,1703.0,1705,2004.0,2005,FL,289,N977AT,121.0,120.0,95.0,-1.0,-2.0,HOU,ATL,696,18.0,8.0,0,,0,,,,,
572852,2008,1,24,4,1822.0,1725,2005.0,1915,CO,1197,N69602,103.0,110.0,63.0,50.0,57.0,BOS,EWR,200,15.0,25.0,0,,0,0.0,0.0,0.0,0.0,50.0
4222136,2008,7,11,5,1455.0,1420,1726.0,1705,DL,1486,N991DL,151.0,165.0,133.0,21.0,35.0,MCO,LGA,950,7.0,11.0,0,,0,0.0,0.0,0.0,0.0,21.0
70329,2008,1,24,4,2041.0,1910,2205.0,2055,WN,1320,N404WN,84.0,105.0,71.0,70.0,91.0,PHX,DEN,602,5.0,8.0,0,,0,2.0,0.0,0.0,0.0,68.0
6878889,2008,12,20,6,1857.0,1900,1955.0,2017,9E,2285,84589E,58.0,77.0,42.0,-22.0,-3.0,MEM,STL,256,4.0,12.0,0,,0,,,,,
2841502,2008,5,17,6,1525.0,1535,1704.0,1630,NW,1740,N1309T,99.0,55.0,65.0,34.0,-10.0,MSP,DLH,144,10.0,24.0,0,,0,0.0,0.0,34.0,0.0,0.0
3137292,2008,6,17,2,1227.0,1233,1357.0,1402,YV,7167,N649BR,90.0,89.0,62.0,-5.0,-6.0,IAD,CAE,401,4.0,24.0,0,,0,,,,,
3976868,2008,7,10,4,709.0,710,1521.0,1415,FL,776,N330AT,312.0,245.0,284.0,66.0,-1.0,LAS,ATL,1747,9.0,19.0,0,,0,0.0,0.0,66.0,0.0,0.0
112913,2008,1,23,3,2247.0,2145,2354.0,2257,XE,1219,N15509,67.0,72.0,42.0,57.0,62.0,EWR,DCA,199,5.0,20.0,0,,0,0.0,0.0,0.0,0.0,57.0
3237114,2008,6,1,7,633.0,630,716.0,708,UA,697,N340UA,103.0,98.0,68.0,8.0,3.0,PIT,ORD,412,9.0,26.0,0,,0,,,,,
2524567,2008,5,9,5,1926.0,1932,2050.0,2100,YV,7128,N515MJ,84.0,88.0,62.0,-10.0,-6.0,ORD,BNA,409,5.0,17.0,0,,0,,,,,
3944563,2008,7,26,6,1245.0,1250,1440.0,1458,EV,4463,N929EV,115.0,128.0,99.0,-18.0,-5.0,MCO,LEX,689,5.0,11.0,0,,0,,,,,
1147039,2008,2,13,3,1319.0,1310,1739.0,1740,CO,50,N13138,200.0,210.0,169.0,-1.0,9.0,IAH,EWR,1400,10.0,21.0,0,,0,,,,,
5070745,2008,9,23,2,2117.0,2039,2252.0,2235,UA,1567,N495UA,215.0,236.0,200.0,17.0,38.0,ORD,LAS,1515,3.0,12.0,0,,0,0.0,0.0,0.0,0.0,17.0
3291208,2008,6,29,7,2225.0,2230,728.0,734,US,47,N909AW,363.0,364.0,343.0,-6.0,-5.0,LIH,PHX,2979,6.0,14.0,0,,0,,,,,
478498,2008,1,31,4,1818.0,1820,2103.0,2145,AA,127,N642AA,345.0,385.0,327.0,-42.0,-2.0,JFK,SAN,2446,3.0,15.0,0,,0,,,,,
1907997,2008,4,12,6,945.0,955,1045.0,1055,XE,2823,N14902,60.0,60.0,37.0,-10.0,-10.0,SYR,EWR,194,8.0,15.0,0,,0,,,,,
4047495,2008,7,29,2,1308.0,1310,2205.0,2149,NW,220,N596NW,357.0,339.0,331.0,16.0,-2.0,HNL,SEA,2677,6.0,20.0,0,,0,0.0,0.0,16.0,0.0,0.0
6459528,2008,11,10,1,1011.0,1014,1444.0,1500,DL,325,N666DN,213.0,226.0,188.0,-16.0,-3.0,ATL,STT,1599,3.0,22.0,0,,0,,,,,
6237578,2008,11,6,4,1516.0,1521,1819.0,1829,EV,5365,N902EV,123.0,128.0,103.0,-10.0,-5.0,ICT,ATL,781,11.0,9.0,0,,0,,,,,
6350799,2008,11,4,2,1059.0,1103,1242.0,1313,9E,2934,89649E,103.0,130.0,83.0,-31.0,-4.0,BDL,DTW,548,11.0,9.0,0,,0,,,,,
4237661,2008,8,4,1,1824.0,1640,1920.0,1745,WN,2883,N225WN,56.0,65.0,44.0,95.0,104.0,LAX,LAS,236,5.0,7.0,0,,0,0.0,0.0,0.0,0.0,95.0
4255374,2008,8,9,6,1910.0,1900,2039.0,2025,WN,2514,N645SW,89.0,85.0,61.0,14.0,10.0,OAK,LAS,407,23.0,5.0,0,,0,,,,,
3832398,2008,7,21,1,859.0,905,1119.0,1124,UA,59,N665UA,320.0,319.0,299.0,-5.0,-6.0,SFO,KOA,2367,5.0,16.0,0,,0,,,,,
6404807,2008,11,13,4,1220.0,1230,1459.0,1510,AS,508,N614AS,159.0,160.0,132.0,-11.0,-10.0,SEA,SNA,978,10.0,17.0,0,,0,,,,,
1016473,2008,2,13,3,1838.0,1840,2112.0,2101,NW,692,N351NW,94.0,81.0,60.0,11.0,-2.0,MEM,IND,381,12.0,22.0,0,,0,,,,,
2412318,2008,5,10,6,1231.0,1230,1326.0,1335,WN,2149,N906WN,55.0,65.0,46.0,-9.0,1.0,HOU,MSY,303,2.0,7.0,0,,0,,,,,
3847657,2008,7,18,5,1746.0,1733,1939.0,1910,UA,507,N424UA,173.0,157.0,156.0,29.0,13.0,IAH,DEN,861,5.0,12.0,0,,0,0.0,0.0,16.0,0.0,13.0
6383620,2008,11,21,5,1040.0,1025,1237.0,1225,AA,1475,N5ELAA,177.0,180.0,157.0,12.0,15.0,MCO,DFW,984,6.0,14.0,0,,0,,,,,
6824892,2008,12,5,5,950.0,925,1106.0,1015,MQ,3557,N632MQ,76.0,50.0,37.0,51.0,25.0,DFW,GRK,134,6.0,33.0,0,,0,25.0,0.0,26.0,0.0,0.0
1339507,2008,3,21,5,2210.0,2020,34.0,2251,OH,5168,N374CA,144.0,151.0,116.0,103.0,110.0,ATL,MHT,952,10.0,18.0,0,,0,103.0,0.0,0.0,0.0,0.0
5618959,2008,10,1,3,1450.0,1452,1550.0,1616,US,355,N814AW,180.0,204.0,163.0,-26.0,-2.0,MSP,PHX,1276,3.0,14.0,0,,0,,,,,
545549,2008,1,30,3,620.0,600,720.0,656,AS,143,N762AS,60.0,56.0,41.0,24.0,20.0,ANC,FAI,261,3.0,16.0,0,,0,20.0,0.0,4.0,0.0,0.0
4399093,2008,8,22,5,737.0,730,927.0,853,OH,5377,N956CA,110.0,83.0,66.0,34.0,7.0,CVG,CLT,335,9.0,35.0,0,,0,7.0,0.0,27.0,0.0,0.0
1639615,2008,3,10,1,2209.0,2113,2357.0,2258,9E,2916,85419E,108.0,105.0,71.0,59.0,56.0,DTW,SWF,479,5.0,32.0,0,,0,56.0,0.0,3.0,0.0,0.0
35375,2008,1,14,1,809.0,725,918.0,835,WN,199,N207WN,69.0,70.0,49.0,43.0,44.0,BWI,PVD,328,8.0,12.0,0,,0,0.0,43.0,0.0,0.0,0.0
1931567,2008,4,19,6,1300.0,1300,1345.0,1402,YV,2610,N923FJ,45.0,62.0,31.0,-17.0,0.0,CLT,ILM,185,5.0,9.0,0,,0,,,,,
5577416,2008,10,2,4,838.0,840,1029.0,1043,OO,6611,N755SK,111.0,123.0,94.0,-14.0,-2.0,DEN,BOI,649,2.0,15.0,0,,0,,,,,
5118612,2008,9,19,5,606.0,600,753.0,744,DL,1431,N654DL,107.0,104.0,80.0,9.0,6.0,PIT,ATL,526,10.0,17.0,0,,0,,,,,
2167524,2008,4,10,4,1312.0,1315,1437.0,1430,MQ,3161,N834AE,85.0,75.0,62.0,7.0,-3.0,SNA,SJC,342,3.0,20.0,0,,0,,,,,
1115291,2008,2,23,6,656.0,700,908.0,857,AS,753,N581AS,192.0,177.0,172.0,11.0,-4.0,PHX,SEA,1107,4.0,16.0,0,,0,,,,,
5046042,2008,9,24,3,1036.0,1041,1230.0,1246,UA,322,N531UA,114.0,125.0,90.0,-16.0,-5.0,SFO,SEA,679,7.0,17.0,0,,0,,,,,
2157662,2008,4,27,7,1211.0,1212,1358.0,1356,FL,178,N309AT,107.0,104.0,91.0,2.0,-1.0,RSW,ATL,515,10.0,6.0,0,,0,,,,,
1149414,2008,2,3,7,803.0,755,1412.0,1358,CO,166,N77295,249.0,243.0,229.0,14.0,8.0,SEA,IAH,1874,8.0,12.0,0,,0,,,,,
5332819,2008,9,4,4,1505.0,1510,1739.0,1744,B6,1418,N281JB,154.0,154.0,139.0,-5.0,-5.0,JAX,BOS,1011,5.0,10.0,0,,0,,,,,
4709008,2008,8,27,3,1005.0,1010,1311.0,1311,9E,5865,85339E,126.0,121.0,97.0,0.0,-5.0,OMA,DTW,651,15.0,14.0,0,,0,,,,,
5915937,2008,10,12,7,1538.0,1530,2341.0,2330,CO,1880,N12218,303.0,300.0,279.0,11.0,8.0,SEA,EWR,2401,8.0,16.0,0,,0,,,,,
2298835,2008,4,30,3,1545.0,1525,2058.0,2100,AA,1708,N542AA,193.0,215.0,174.0,-2.0,20.0,LAS,ORD,1515,9.0,10.0,0,,0,,,,,
4798733,2008,8,16,6,626.0,630,1142.0,1146,CO,194,N57869,196.0,196.0,177.0,-4.0,-4.0,LAX,IAH,1379,7.0,12.0,0,,0,,,,,
2752276,2008,5,17,6,1917.0,1849,2244.0,2215,FL,829,N893AT,147.0,146.0,127.0,29.0,28.0,MDW,MCO,989,10.0,10.0,0,,0,28.0,0.0,1.0,0.0,0.0
6572830,2008,12,10,3,525.0,535,612.0,629,XE,2477,N18556,47.0,54.0,30.0,-17.0,-10.0,LCH,IAH,127,6.0,11.0,0,,0,,,,,
4872570,2008,9,11,4,1632.0,1625,1659.0,1700,WN,1776,N615SW,87.0,95.0,69.0,-1.0,7.0,MCO,BHM,478,3.0,15.0,0,,0,,,,,
4332431,2008,8,21,4,1749.0,1750,1900.0,1911,XE,7763,N12172,71.0,81.0,56.0,-11.0,-1.0,LAX,RNO,390,4.0,11.0,0,,0,,,,,
6999720,2008,12,5,5,1105.0,1100,1238.0,1230,DL,1085,N121DE,273.0,270.0,235.0,8.0,5.0,ATL,LAS,1747,8.0,30.0,0,,0,,,,,
5919990,2008,10,6,1,1453.0,1500,1631.0,1610,CO,1111,N69602,98.0,70.0,49.0,21.0,-7.0,EWR,DCA,199,6.0,43.0,0,,0,0.0,0.0,21.0,0.0,0.0
4318633,2008,8,28,4,1257.0,1250,1416.0,1415,WN,1062,N506SW,79.0,85.0,65.0,1.0,7.0,MDW,MCI,405,6.0,8.0,0,,0,,,,,
5175502,2008,9,24,3,1001.0,1005,1152.0,1147,FL,235,N983AT,111.0,102.0,77.0,5.0,-4.0,ATL,PBI,545,6.0,28.0,0,,0,,,,,
4873200,2008,9,11,4,738.0,740,1019.0,1015,WN,1051,N200WN,161.0,155.0,145.0,4.0,-2.0,PBI,PHL,951,9.0,7.0,0,,0,,,,,
226658,2008,1,12,6,1037.0,1040,1245.0,1243,UA,322,N341UA,128.0,123.0,111.0,2.0,-3.0,SFO,SEA,679,5.0,12.0,0,,0,,,,,
1628610,2008,3,31,1,1623.0,1626,1807.0,1759,NW,1421,N677MC,104.0,93.0,84.0,8.0,-3.0,VPS,MEM,369,8.0,12.0,0,,0,,,,,
1153185,2008,2,18,1,1939.0,1928,2334.0,2333,CO,426,N17345,175.0,185.0,137.0,1.0,11.0,IAH,BWI,1235,6.0,32.0,0,,0,,,,,
2682964,2008,5,31,6,755.0,800,858.0,910,US,2119,N763US,63.0,70.0,44.0,-12.0,-5.0,BOS,LGA,185,6.0,13.0,0,,0,,,,,
2828024,2008,5,23,5,726.0,705,1258.0,1220,NW,804,N587NW,212.0,195.0,193.0,38.0,21.0,SEA,MSP,1399,5.0,14.0,0,,0,21.0,0.0,17.0,0.0,0.0
5356432,2008,9,27,6,1406.0,1400,1636.0,1645,CO,547,N24202,150.0,165.0,131.0,-9.0,6.0,ORD,IAH,925,11.0,8.0,0,,0,,,,,
2141971,2008,4,7,1,2134.0,2125,2352.0,2330,FL,41,N328AT,318.0,305.0,295.0,22.0,9.0,ATL,LAX,1946,8.0,15.0,0,,0,0.0,0.0,13.0,0.0,9.0
5813245,2008,10,30,4,1706.0,1711,1758.0,1820,9E,4799,85419E,52.0,69.0,29.0,-22.0,-5.0,DTW,CAK,133,8.0,15.0,0,,0,,,,,
3963397,2008,7,11,5,1054.0,1100,1213.0,1222,F9,671,N950FR,79.0,82.0,62.0,-9.0,-6.0,DEN,SLC,391,5.0,12.0,0,,0,,,,,
6592107,2008,12,19,5,1450.0,1450,1725.0,1656,YV,2734,N929LR,215.0,186.0,195.0,29.0,0.0,DSM,PHX,1149,7.0,13.0,0,,0,0.0,0.0,29.0,0.0,0.0
2387781,2008,4,16,3,1617.0,1620,1728.0,1736,DL,1055,N67171,191.0,196.0,163.0,-8.0,-3.0,ATL,DEN,1199,7.0,21.0,0,,0,,,,,
3239579,2008,6,19,4,657.0,700,1218.0,1225,UA,776,N373UA,201.0,205.0,181.0,-7.0,-3.0,GEG,ORD,1498,9.0,11.0,0,,0,,,,,
5689546,2008,10,6,1,1506.0,1510,1629.0,1635,EV,5226,N875AS,83.0,85.0,61.0,-6.0,-4.0,CVG,MDT,429,5.0,17.0,0,,0,,,,,
1765314,2008,3,7,5,1040.0,1044,1341.0,1335,CO,1675,N14346,121.0,111.0,99.0,6.0,-4.0,ELP,IAH,667,4.0,18.0,0,,0,,,,,
5915456,2008,10,12,7,1441.0,1435,1645.0,1700,CO,535,N33292,304.0,325.0,285.0,-15.0,6.0,EWR,PHX,2133,4.0,15.0,0,,0,,,,,
3448333,2008,6,25,3,1555.0,1601,2101.0,2003,NW,1628,N309US,246.0,182.0,186.0,58.0,-6.0,IAH,DTW,1076,7.0,53.0,0,,0,0.0,0.0,58.0,0.0,0.0
6755619,2008,12,29,1,1141.0,1130,1709.0,1709,DL,1512,N6702,208.0,219.0,181.0,0.0,11.0,SLC,ATL,1589,7.0,20.0,0,,0,,,,,
4670475,2008,8,1,5,1936.0,1945,2148.0,2159,NW,379,N367NW,132.0,134.0,100.0,-11.0,-9.0,BOS,DTW,632,10.0,22.0,0,,0,,,,,
5460863,2008,10,26,7,1222.0,1215,1340.0,1340,WN,771,N414WN,78.0,85.0,67.0,0.0,7.0,OAK,SNA,371,5.0,6.0,0,,0,,,,,
6672921,2008,12,11,4,2147.0,2148,2301.0,2312,UA,463,N351UA,74.0,84.0,57.0,-11.0,-1.0,ORD,MSP,334,2.0,15.0,0,,0,,,,,
3693225,2008,7,29,2,1448.0,1345,1757.0,1710,WN,264,N400WN,129.0,145.0,118.0,47.0,63.0,OAK,DEN,957,5.0,6.0,0,,0,47.0,0.0,0.0,0.0,0.0
2758554,2008,5,26,1,1910.0,1914,1923.0,1935,FL,530,N937AT,73.0,81.0,53.0,-12.0,-4.0,ATL,MEM,332,5.0,15.0,0,,0,,,,,
1577874,2008,3,5,3,1743.0,1705,1916.0,1855,MQ,3768,N643AE,153.0,170.0,137.0,21.0,38.0,GSP,DFW,862,8.0,8.0,0,,0,0.0,0.0,0.0,0.0,21.0
971261,2008,2,12,2,1847.0,1610,2000.0,1730,MQ,3395,N844AE,73.0,80.0,53.0,150.0,157.0,DFW,BTR,383,4.0,16.0,0,,0,85.0,0.0,0.0,0.0,65.0
491844,2008,1,21,1,1352.0,1355,1638.0,1645,AA,749,N3AFAA,166.0,170.0,146.0,-7.0,-3.0,PHL,MIA,1013,7.0,13.0,0,,0,,,,,
106674,2008,1,30,3,1932.0,1833,2123.0,2015,XE,2939,N11113,171.0,162.0,153.0,68.0,59.0,LEX,IAH,828,9.0,9.0,0,,0,0.0,0.0,9.0,0.0,59.0
5140672,2008,9,12,5,553.0,600,701.0,655,EV,4851,N881AS,68.0,55.0,42.0,6.0,-7.0,CAE,ATL,191,18.0,8.0,0,,0,,,,,
5142203,2008,9,15,1,910.0,537,1220.0,900,EV,4366,N878AS,130.0,143.0,113.0,200.0,213.0,OMA,ATL,821,9.0,8.0,0,,0,200.0,0.0,0.0,0.0,0.0
6283983,2008,11,24,1,1147.0,1140,1246.0,1250,MQ,3397,N692MQ,59.0,70.0,42.0,-4.0,7.0,DFW,LIT,304,7.0,10.0,0,,0,,,,,
313739,2008,1,24,4,1944.0,1945,2124.0,2137,DL,1030,N988DL,100.0,112.0,77.0,-13.0,-1.0,IAD,ATL,533,10.0,13.0,0,,0,,,,,
1504349,2008,3,15,6,938.0,912,1018.0,946,EV,4250,N878AS,100.0,94.0,72.0,32.0,26.0,ATL,MEM,332,3.0,25.0,0,,0,0.0,0.0,32.0,0.0,0.0
1638775,2008,3,5,3,,1505,,1645,9E,2878,,,160.0,,,,DTW,SHV,886,,,1,B,0,,,,,
4244074,2008,8,6,3,1802.0,1615,2057.0,1920,WN,3777,N551WN,175.0,185.0,150.0,97.0,107.0,FLL,PVD,1188,4.0,21.0,0,,0,7.0,0.0,0.0,0.0,90.0
3572775,2008,6,1,7,1228.0,1235,1351.0,1407,CO,1629,N15712,203.0,212.0,181.0,-16.0,-7.0,IAH,SNA,1347,8.0,14.0,0,,0,,,,,
758653,2008,2,19,2,1740.0,1755,1836.0,1900,OH,5452,N929CA,56.0,65.0,48.0,-24.0,-15.0,TRI,CVG,216,2.0,6.0,0,,0,,,,,
5076033,2008,9,3,3,1513.0,1525,1534.0,1552,US,211,N305AW,141.0,147.0,122.0,-18.0,-12.0,SAT,PHX,843,10.0,9.0,0,,0,,,,,
431237,2008,1,11,5,1646.0,1647,1856.0,1850,NW,458,N316US,130.0,123.0,95.0,6.0,-1.0,MSP,MEM,700,21.0,14.0,0,,0,,,,,
6593985,2008,12,21,7,1658.0,1700,2046.0,2044,YV,2694,N934FJ,168.0,164.0,125.0,2.0,-2.0,SAT,CLT,1095,26.0,17.0,0,,0,,,,,
6560239,2008,12,26,5,1451.0,1450,1610.0,1603,XE,2728,N27190,79.0,73.0,51.0,7.0,1.0,IAH,DFW,224,8.0,20.0,0,,0,,,,,
3116611,2008,6,3,2,903.0,905,959.0,1002,XE,2559,N16520,56.0,57.0,40.0,-3.0,-2.0,IAH,LFT,201,4.0,12.0,0,,0,,,,,
6829675,2008,12,9,2,1657.0,1705,1900.0,1855,MQ,3768,N852MQ,183.0,170.0,158.0,5.0,-8.0,GSP,DFW,862,16.0,9.0,0,,0,,,,,
5937561,2008,10,12,7,1937.0,1920,2237.0,2249,DL,99,N6702,180.0,209.0,137.0,-12.0,17.0,JFK,FLL,1069,5.0,38.0,0,,0,,,,,
2832563,2008,5,16,5,1429.0,1441,1554.0,1608,NW,1098,N762NW,85.0,87.0,49.0,-14.0,-12.0,SDF,DTW,306,19.0,17.0,0,,0,,,,,
832185,2008,2,5,2,838.0,832,1443.0,1420,UA,722,N531UA,245.0,228.0,211.0,23.0,6.0,PDX,ORD,1739,11.0,23.0,0,,0,6.0,0.0,17.0,0.0,0.0
6347476,2008,11,18,2,647.0,637,759.0,740,9E,2635,88089E,72.0,63.0,48.0,19.0,10.0,FSM,MEM,249,8.0,16.0,0,,0,10.0,0.0,9.0,0.0,0.0
6596428,2008,12,25,4,1205.0,1215,1456.0,1511,YV,2884,N942LR,111.0,116.0,94.0,-15.0,-10.0,OAK,PHX,646,7.0,10.0,0,,0,,,,,
2029673,2008,4,6,7,800.0,805,1020.0,1020,UA,842,N206UA,260.0,255.0,225.0,0.0,-5.0,ORD,LAX,1745,5.0,30.0,0,,0,,,,,
4340272,2008,8,1,5,557.0,559,824.0,826,XE,2900,N13956,147.0,147.0,114.0,-2.0,-2.0,EWR,JAX,821,5.0,28.0,0,,0,,,,,
4470928,2008,8,24,7,2021.0,2024,2238.0,2246,UA,515,N802UA,257.0,262.0,231.0,-8.0,-3.0,ORD,SMF,1781,5.0,21.0,0,,0,,,,,
6183671,2008,11,20,4,2326.0,2230,35.0,2346,US,1002,N163US,69.0,76.0,46.0,49.0,56.0,CLT,JAX,329,4.0,19.0,0,,0,49.0,0.0,0.0,0.0,0.0
4898564,2008,9,19,5,1347.0,1335,1521.0,1505,WN,1030,N905WN,94.0,90.0,67.0,16.0,12.0,LAS,OAK,407,5.0,22.0,0,,0,5.0,0.0,4.0,0.0,7.0
6261087,2008,11,12,3,2054.0,2055,2152.0,2200,FL,460,N987AT,58.0,65.0,44.0,-8.0,-1.0,BWI,ROC,277,4.0,10.0,0,,0,,,,,
1613476,2008,3,22,6,759.0,806,1032.0,1053,NW,479,N504US,153.0,167.0,127.0,-21.0,-7.0,TPA,DTW,983,10.0,16.0,0,,0,,,,,
1105603,2008,2,29,5,920.0,930,1308.0,1345,AQ,481,N740AL,348.0,375.0,339.0,-37.0,-10.0,SNA,HNL,2583,5.0,4.0,0,,0,,,,,
3905629,2008,7,27,7,1550.0,1550,1658.0,1700,US,139,N832AW,68.0,70.0,41.0,-2.0,0.0,LAS,SNA,226,5.0,22.0,0,,0,,,,,
6862611,2008,12,31,3,1149.0,1125,1613.0,1614,NW,625,N802NW,504.0,529.0,482.0,-1.0,24.0,MSP,HNL,3972,3.0,19.0,0,,0,,,,,
5384296,2008,9,15,1,1120.0,1128,1143.0,1203,DL,1262,N911DA,83.0,95.0,60.0,-20.0,-8.0,SLC,RNO,422,5.0,18.0,0,,0,,,,,
458053,2008,1,30,3,1339.0,1343,1525.0,1529,9E,2944,88949E,106.0,106.0,78.0,-4.0,-4.0,DTW,HPN,505,5.0,23.0,0,,0,,,,,
6978748,2008,12,22,1,1348.0,710,1956.0,1320,CO,1846,N37419,248.0,250.0,224.0,396.0,398.0,SEA,IAH,1874,10.0,14.0,0,,0,0.0,396.0,0.0,0.0,0.0
1371509,2008,3,16,7,753.0,754,934.0,921,OO,5769,N227SW,101.0,87.0,73.0,13.0,-1.0,LAX,MOD,292,4.0,24.0,0,,0,,,,,
2305906,2008,4,26,6,827.0,835,1118.0,1135,AA,2005,N3CBAA,171.0,180.0,155.0,-17.0,-8.0,BDL,MIA,1194,7.0,9.0,0,,0,,,,,
2864547,2008,5,12,1,1543.0,1420,1935.0,1759,9E,5932,87109E,172.0,159.0,131.0,96.0,83.0,MEM,PHL,874,13.0,28.0,0,,0,0.0,0.0,96.0,0.0,0.0
5886496,2008,10,31,5,1213.0,1210,1404.0,1349,AS,64,N765AS,111.0,99.0,83.0,15.0,3.0,ANC,JNU,571,5.0,23.0,0,,0,0.0,0.0,15.0,0.0,0.0
5874542,2008,10,1,3,956.0,1000,1211.0,1240,AS,87,N552AS,195.0,220.0,176.0,-29.0,-4.0,SEA,ANC,1449,5.0,14.0,0,,0,,,,,
4049181,2008,7,16,3,2047.0,2055,2140.0,2148,NW,279,N759NW,113.0,113.0,86.0,-8.0,-8.0,DTW,MEM,610,6.0,21.0,0,,0,,,,,
4031141,2008,7,31,4,906.0,915,924.0,925,MQ,4289,N900AE,78.0,70.0,50.0,-1.0,-9.0,CVG,ORD,264,7.0,21.0,0,,0,,,,,
5275415,2008,9,1,1,1003.0,1000,1542.0,1540,AA,354,N4WNAA,219.0,220.0,177.0,2.0,3.0,LAS,ORD,1515,6.0,36.0,0,,0,,,,,
6549285,2008,12,29,1,2154.0,2155,2306.0,2315,WN,2181,N799SW,72.0,80.0,55.0,-9.0,-1.0,SJC,LAS,386,7.0,10.0,0,,0,,,,,
1782326,2008,3,11,2,1701.0,1705,2040.0,2100,DL,151,N3756,399.0,415.0,349.0,-20.0,-4.0,JFK,SFO,2586,8.0,42.0,0,,0,,,,,
2751506,2008,5,16,5,826.0,830,1019.0,1020,FL,443,N965AT,173.0,170.0,156.0,-1.0,-4.0,MCO,MCI,1072,3.0,14.0,0,,0,,,,,
1254001,2008,3,26,3,1115.0,1110,1837.0,1905,WN,1254,N297WN,262.0,295.0,249.0,-28.0,5.0,PHX,PVD,2277,4.0,9.0,0,,0,,,,,
6021167,2008,11,27,4,1314.0,1315,1659.0,1720,WN,2190,N220WN,165.0,185.0,141.0,-21.0,-1.0,SLC,MDW,1258,19.0,5.0,0,,0,,,,,
3359242,2008,6,16,1,1215.0,1218,1348.0,1353,FL,205,N977AT,93.0,95.0,72.0,-5.0,-3.0,ATL,PHF,508,4.0,17.0,0,,0,,,,,
2271257,2008,4,19,6,1212.0,1215,1347.0,1350,AA,524,N510AA,95.0,95.0,75.0,-3.0,-3.0,MSY,DFW,448,9.0,11.0,0,,0,,,,,
2342066,2008,4,30,3,651.0,700,1126.0,1133,B6,1060,N184JB,215.0,213.0,192.0,-7.0,-9.0,AUS,JFK,1522,7.0,16.0,0,,0,,,,,
1446478,2008,3,7,5,1832.0,1800,1947.0,1856,US,1534,N516AU,75.0,56.0,49.0,51.0,32.0,RDU,CLT,130,5.0,21.0,0,,0,32.0,0.0,19.0,0.0,0.0
3536033,2008,6,27,5,1656.0,1612,1802.0,1711,AS,51,N765AS,66.0,59.0,43.0,51.0,44.0,ANC,FAI,261,3.0,20.0,0,,0,11.0,0.0,7.0,0.0,33.0
3763091,2008,7,9,3,,1609,,1816,OH,5248,,,127.0,,,,JFK,RDU,426,,,1,B,0,,,,,
5567111,2008,10,24,5,1326.0,1325,1511.0,1509,OO,6026,N910SW,105.0,104.0,85.0,2.0,1.0,FAR,ORD,557,5.0,15.0,0,,0,,,,,
814452,2008,2,4,1,2107.0,1830,2349.0,2101,UA,127,N829UA,282.0,271.0,251.0,168.0,157.0,ORD,LAX,1745,10.0,21.0,0,,0,41.0,0.0,11.0,0.0,116.0
6438598,2008,11,14,5,806.0,800,1351.0,1335,CO,1444,N37290,225.0,215.0,203.0,16.0,6.0,SFO,IAH,1635,11.0,11.0,0,,0,6.0,0.0,10.0,0.0,0.0
5596253,2008,10,9,4,1923.0,1924,2146.0,2130,UA,479,N351UA,143.0,126.0,122.0,16.0,-1.0,SFO,SEA,679,5.0,16.0,0,,0,0.0,0.0,16.0,0.0,0.0
428563,2008,1,25,5,1330.0,1235,2034.0,2001,NW,334,N501US,244.0,266.0,221.0,33.0,55.0,LAX,DTW,1979,9.0,14.0,0,,0,5.0,0.0,0.0,0.0,28.0
5908968,2008,10,21,2,1621.0,1625,1752.0,1818,CO,1057,N52616,91.0,113.0,75.0,-26.0,-4.0,LGA,CLE,418,3.0,13.0,0,,0,,,,,
4000106,2008,7,13,7,1201.0,1205,1302.0,1312,MQ,3049,N317AE,61.0,67.0,35.0,-10.0,-4.0,LAX,SAN,109,12.0,14.0,0,,0,,,,,
